GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_DMSO_noDrug	EV_DMSO_noDrug
Rv0075	Rv0075	aminotransferase	INDIGO_exponential:10%	-0.0629	0.9999713698888	1975.32	2057	2082	2085	1709	1957	149.9	158.58
Rv3218	Rv3218	hypothetical protein	hypoxia_late:17%	-0.0666	0.999977478419309	1975.55	2031	2109	2055	1706	1990	64.06	68.04
MT1266	MT1266	hypothetical protein	PBS_RIF_DDmtb:12%	-0.0629	0.999970295522845	1973.4	1834	2019	2053	1839	2131	149.39	158.06
fadE2	Rv0154c	acyl-CoA dehydrogenase FadE2	zinc_limitation:10%	-0.0547	0.99990619065662	1979.84	1835	2093	2123	1788	2073	184.09	193.79
Rv0034	Rv0034	hypothetical protein	hypoxia_late:25%; ctl_stationary:11%	-0.0821	0.999996888296123	1969.88	2025	1933	1965	1801	2133	25.12	27.15
Rv0895	Rv0895	diacyglycerol O-acyltransferase	hypoxia_late:38%; ctl_stationary:11%; human_sputum:10%	-0.0799	0.999988094493375	1991.44	2110	2112	1985	1731	2032	18.83	20.31
PPE45	Rv2892c	PPE family protein PPE45	hypoxia_late:26%; PBS_RIF_DDmtb:12%; ctl_stationary:10%	-0.068	0.999980258100112	1965.59	1919	2051	2023	1771	2072	31.33	33.41
Rv1817	Rv1817	flavoprotein	hypoxia_late:15%; ctl_stationary:10%	-0.0769	0.999975060947527	2004.72	2192	2215	2024	1667	1951	44.82	48.04
ggtA	Rv0773c	bifunctional cephalosporin acylase/gamma-glutamyltranspeptidase	tyloxopol:10%	-0.0608	0.999955342637812	1964.33	1933	2101	2081	1734	1984	125.36	132.52
Rv0148	Rv0148	short-chain type dehydrogenase/reductase	acidic:9%	-0.0554	0.999896183905742	1968.18	1850	2061	2124	1781	2036	271.76	285.87
Rv1944c	Rv1944c	hypothetical protein	hypoxia_late:15%	-0.0719	0.999986212199447	1954.48	1931	2039	2003	1758	2049	50.67	54.06
fadD34	Rv0035	fatty-acid--CoA ligase FadD34	hypoxia_late:14%; human_sputum:12%	-0.0678	0.999958330830233	1974.61	2114	2152	2045	1658	1925	55.41	58.92
fadE29	Rv3543c	acyl-CoA dehydrogenase FadE29	hypoxia_fatty_acids:20%; human_sputum:11%; hypoxia_late:10%	-0.0629	0.99994101634128	1968.4	1886	2138	2074	1729	2029	50.76	53.78
gmdA	Rv1511	GDP-D-mannose dehydratase GmdA	INDIGO_exponential:8%	-0.0617	0.999958425679519	1950.08	1928	2048	2071	1733	1980	224.67	237.55
Rv2023c	Rv2023c	hypothetical protein	hypoxia_late:25%	-0.0785	0.999987527570166	1964.7	2088	1976	1922	1761	2086	85.49	91.97
Rv2891	Rv2891	hypothetical protein	hypoxia_late:54%; PBS_RIF_DDmtb:10%	-0.1002	0.999989994651189	2038.86	2440	2271	1971	1534	2039	10.85	11.87
glyU	Rvnt04	tRNA-Gly	hypoxia_late:32%; hypoxia_hypoxic:28%	-0.0839	0.999998145916643	1929.16	2106	1607	2118	1685	2168	44.27	47.71
murI	Rv1338	glutamate racemase	high_iron:9%	-0.0632	0.999959930771481	1946.8	1955	2021	2072	1717	1979	155.64	164.63
lysT	Rvnt10	tRNA-Lys	hypoxia_late:41%; zinc_limitation:11%	-0.1037	0.999999580103183	1948.26	2270	1249	1583	2578	2223	1.81	2.28
rmlA	Rv0334	glucose-1-phosphate thymidylyltransferase	hypoxia_late:11%; human_sputum:10%	-0.0711	0.999978855499177	1954.45	2030	2014	2017	1716	2005	88.04	93.95
MT2895	MT2895	hypothetical protein	hypoxia_late:21%	-0.0944	0.999998735363693	1948.07	2203	1683	1938	1747	2200	31.44	34.41
proA	Rv2427c	gamma-glutamyl phosphate reductase	tyloxopol:9%	-0.0588	0.999895561211058	1959.65	1860	2075	2100	1765	2009	271.77	286.66
Rv1760	Rv1760	diacylglycerol acyltransferase	hypoxia_late:12%; acidic_tyloxopol:10%	-0.0699	0.999973217341067	1946.97	1973	2069	2009	1699	1996	53.84	57.47
trpB	Rv1612	tryptophan synthase subunit beta	INDIGO_exponential:15%; high_iron:13%	-0.0636	0.999948010370502	1936.56	1914	2007	2061	1737	1972	357.82	378.69
thiO	Rv0415	thiamine biosynthesis oxidoreductase ThiO	hypoxia_late:14%; low_iron:13%	-0.069	0.9999672305116	1946.49	1975	2120	2057	1650	1948	56.67	60.2
fadD17	Rv3506	long-chain-fatty-acid--CoA ligase FadD17	hypoxia_late:27%; ctl_stationary:13%; human_sputum:11%	-0.0921	0.999984582902711	1989.4	2261	2123	1966	1659	1964	12.31	13.4
Rv0332	Rv0332	hypothetical protein	hypoxia_fatty_acids:19%	-0.0657	0.999940976707274	1940.07	1887	1996	2036	1743	2047	111.82	118.88
Rv1546	Rv1546	hypothetical protein	hypoxia_late:11%	-0.069	0.999972170313139	1923.16	2066	1882	2029	1686	1965	212.87	226.12
thrV	Rvnt09	tRNA-Thr	hypoxia_late:18%; hypoxia_hypoxic:13%	-0.0903	0.999997888646887	1920.3	1935	1819	1776	1904	2180	54.21	59.18
Rv3369	Rv3369	hypothetical protein	hypoxia_late:11%	-0.0739	0.999973768990056	1930.45	1956	1997	1955	1713	2040	164.65	176.41
PE_PGRS11	Rv0754	PE-PGRS family protein PE_PGRS11	microaerophilic:26%; hypoxia_fatty_acids:19%; ctl_stationary:15%; hypoxia_late:11%	-0.0879	0.999985465574279	1963.62	2128	2047	1986	1698	1973	20.02	21.7
MT2092	MT2092	hypothetical protein	cholesterol:26%; hypoxia_fatty_acids:12%; ctl_stationary:10%	-0.0813	0.999991457265324	1915.8	1884	1811	1911	1836	2146	83.26	89.64
cadI	Rv2641	cadmium inducible protein CadI	hypoxia_fatty_acids:56%; butyrate:10%	-0.0752	0.999971657391876	1934.17	1888	2018	1989	1753	2030	58.67	62.67
mpt63	Rv1926c	immunogenic protein Mpt63	tyloxopol:12%	-0.0657	0.999944520369509	1919.16	1925	1984	2047	1702	1947	1005.12	1065.05
rpmF	Rv0979A	50S ribosomal protein L32	INDIGO_exponential:10%	-0.0741	0.99998134915249	1906.41	2029	1794	2014	1704	2003	264.7	281.99
PPE12	Rv0755c	PPE family protein PPE12	hypoxia_late:12%	-0.0752	0.999958098067622	1945.65	2043	2132	2019	1647	1906	77.06	82.38
Rv1687c	Rv1687c	ABC transporter ATP-binding protein	hypoxia_late:18%; PBS_RIF_DDmtb:13%	-0.084	0.999978485263213	1958.19	2137	2057	1961	1677	1975	32.07	34.54
lpqM	Rv0419	lipoprotein peptidase LpqM	zinc_limitation:8%	-0.0604	0.999801700002608	1926.78	1817	2001	2082	1751	1993	273.79	289.01
Rv3440c	Rv3440c	hypothetical protein	hypoxia_late:16%	-0.079	0.999974194451703	1925.56	1988	2022	1968	1674	1987	108.59	116.28
Rv2133c	Rv2133c	hypothetical protein	ctl_stationary:11%	-0.0626	0.999871708884557	1922.55	1828	1985	2043	1730	2037	152.03	161.05
leuS	Rv0041	leucine--tRNA ligase	tyloxopol:8%	-0.0595	0.999730246132241	1938.4	1813	2096	2090	1748	1958	121.01	127.76
uvrD1	Rv0949	ATP-dependent DNA helicase UvrD	hypoxia_late:11%; zinc_limitation:11%	-0.0608	0.999795081543556	1925.63	1818	2044	2070	1725	1983	96.75	102.31
Rv3439c	Rv3439c	hypothetical protein	hypoxia_late:21%	-0.0609	0.999783525645259	1926.81	1788	1998	2059	1746	2055	82.58	87.46
MT0328.2	MT0328.2	hypothetical protein	ctl_stationary:9%	-0.0605	0.999795639003792	1922.6	1809	1999	2069	1735	2012	364.69	385.27
hspR	Rv0353	heat shock protein transcriptional repressor HspR	hypoxia_fatty_acids:11%; microaerophilic:11%	-0.0658	0.999922049429764	1907.41	1912	1971	2044	1684	1936	507.56	537.57
Rv1628c	Rv1628c	hypothetical protein	hypoxia_fatty_acids:19%	-0.0731	0.999932077037793	1932.17	2073	2104	2013	1608	1885	176.39	187.96
Rv2336	Rv2336	hypothetical protein	INDIGO_exponential:11%	-0.0738	0.999944510828439	1923.76	1913	2062	2005	1687	1963	59.7	63.76
aldA	Rv0768	aldehyde dehydrogenase AldA	butyrate:16%; ctl_stationary:15%; hypoxia_fatty_acids:15%; hypoxia_late:12%	-0.0796	0.999954105749012	1939.92	2009	2060	2038	1639	1970	29.55	31.75
serS	Rv3834c	serine--tRNA ligase	hypoxia_late:22%; ctl_stationary:11%; PBS_RIF_DDmtb:11%	-0.0726	0.999944011234471	1920.49	1923	2085	2007	1652	1950	46.42	49.55
Rv1116	Rv1116	hypothetical protein	hypoxia_late:13%	-0.0787	0.999985618104714	1887.96	1863	1719	1939	1807	2124	82.6	88.66
glgB	Rv1326c	1,4-alpha-glucan branching protein	microaerophilic:16%	-0.0702	0.999929245355939	1916.86	1998	2095	2027	1627	1856	113.6	120.92
deoA	Rv3314c	thymidine phosphorylase	hypoxia_late:17%	-0.068	0.999919801621749	1908.73	1898	2043	2001	1660	1954	97.69	104
MT2401.1	MT2401.1	hypothetical protein	hypoxia_late:31%; ctl_stationary:13%; PBS_RIF_DDmtb:11%	-0.1123	0.999997252865243	1969.74	2258	2005	1930	1637	2045	11.97	13.29
Rv3030	Rv3030	S-adenosylmethionine-dependent methyltransferase	tyloxopol:10%; hypoxia_late:10%	-0.0641	0.999840774510677	1905.81	1846	1960	2060	1705	1968	154.55	163.57
sigM	Rv3911	ECF RNA polymerase sigma factor SigM	hypoxia_late:11%	-0.0782	0.999964025433135	1901.13	1911	2010	1962	1666	1967	62.79	67.34
mmpS3	Rv2198c	membrane protein MmpS3	human_sputum:9%	-0.0677	0.999928257017611	1890.19	1906	1879	2041	1688	1946	207.44	220
papA1	Rv3824c	acyltransferase PapA	acidic:17%; nutrient_limitation:14%; butyrate_plus_glucose:11%; PBS_RIF_DDmtb:11%	-0.0702	0.999933135578988	1899.83	1968	2024	2022	1631	1869	170.1	180.94
efp	Rv2534c	elongation factor P	low_iron:9%	-0.0643	0.999821127355211	1905.32	1844	1993	2056	1700	1944	361.12	382.38
Rv2390c	Rv2390c	hypothetical protein	hypoxia_rar:14%; nutrient_limitation:10%	-0.0676	0.999818096328461	1916.69	1793	2035	2018	1726	2023	97.86	104.02
Rv2912c	Rv2912c	TetR family HTH-type transcriptional regulator	hypoxia_fatty_acids:53%; butyrate:13%	-0.0837	0.999973538766727	1903.9	1940	1990	1919	1678	2002	56.41	60.82
Rv0235c	Rv0235c	transmembrane protein	hypoxia_late:13%	-0.0755	0.999940438078771	1900.85	1972	2032	1993	1625	1897	53.81	57.55
MT3580.1	MT3580.1	hypothetical protein	hypoxia_late:14%	-0.0963	0.999994864723357	1887.56	1892	1840	1842	1740	2135	40.97	44.43
ufaA1	Rv0447c	cyclopropane-fatty-acyl-phospholipid synthase UfaA	PBS_RIF_DDmtb:25%; hypoxia_late:13%	-0.0793	0.999942010030349	1901.87	1961	1995	1995	1638	1933	42.65	45.77
MT3362	MT3362	hypothetical protein	hypoxia_late:32%	-0.1108	0.999998373310581	1913.7	2206	1716	1884	1628	2170	18.56	20.59
PPE54	Rv3343c	PPE family protein PPE54	hypoxia_late:36%	-0.107	0.999986526822328	1950.96	2221	2124	1920	1511	2020	39.84	43.68
Rv2661c	Rv2661c	hypothetical protein	ctl_stationary:19%; acidic_tyloxopol:16%; hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:11%	-0.1085	0.999982490496884	1966.04	2343	2118	1845	1554	2016	23.12	25.4
ppa	Rv3628	inorganic pyrophosphatase	tyloxopol:12%	-0.0673	0.999793739768494	1897.65	1799	1986	1999	1701	2014	201.62	214.54
Rv0245	Rv0245	oxidoreductase	low_iron:14%	-0.0667	0.999766100966311	1900.58	1768	1968	2008	1728	2042	120.23	127.77
rimI	Rv3420c	ribosomal-protein-alanine acetyltransferase RimI	ctl_stationary:7%	-0.0698	0.999895716915223	1887.07	1874	1919	2010	1682	1959	271.43	288.68
lipQ	Rv2485c	carboxylesterase LipQ	hypoxia_late:16%; butyrate:12%	-0.0753	0.999914728523715	1890.24	1930	1983	2004	1641	1905	68.59	73.34
Rv0979c	Rv0979c	hypothetical protein	tyloxopol:17%; acidic_tyloxopol:17%; butyrate_plus_glucose:14%; hypoxia_late:11%	-0.1237	0.999998518210198	1958.18	2403	1899	1983	1408	2172	11.12	12.41
Rv1419	Rv1419	hypothetical protein	ctl_stationary:13%; human_sputum:10%	-0.0779	0.99990965643729	1893.87	2045	2042	1988	1566	1851	162.51	173.69
lppF	Rv1921c	lipoprotein LppF	hypoxia_late:14%; acidic_tyloxopol:11%	-0.0982	0.999979349689227	1908.75	2027	1970	1906	1690	1960	20.17	22.05
Rv2102	Rv2102	hypothetical protein	human_sputum:10%	-0.0661	0.999689122967642	1893.02	1811	2016	2030	1680	1940	261.26	277.14
argU	Rvnt43	tRNA-Arg	zinc_limitation:41%; hypoxia_late:23%	-0.1019	0.999999456959724	1802.12	1959	1289	1697	1903	2235	27.74	30.67
Rv3698	Rv3698	hypothetical protein	hypoxia_late:26%	-0.1053	0.999964284985591	1951.46	2315	2176	1925	1518	1873	19.39	21.28
Rv2660c	Rv2660c	hypothetical protein	hypoxia_fatty_acids:26%; ctl_stationary:11%; acidic_tyloxopol:10%	-0.0843	0.999944368639551	1889.15	1862	1965	1932	1703	1991	102.6	110.19
hisT	Rvnt29	tRNA-His	hypoxia_late:17%; butyrate:11%	-0.113	0.999998980380046	1871.85	2179	1546	1889	1668	2118	14.08	15.56
tatD	Rv1008	deoxyribonuclease TatD	hypoxia_late:25%	-0.0828	0.999960107180119	1862.23	1897	1860	1934	1675	1952	38.4	41.28
Rv1367c	Rv1367c	hypothetical protein	ctl_stationary:10%	-0.0677	0.999636936355884	1890.3	1801	2064	2025	1651	1926	84.82	90.12
cyp51	Rv0764c	lanosterol 14-alpha demethylase	microaerophilic:15%; hypoxia_fatty_acids:11%; butyrate:10%; ctl_stationary:10%; hypoxia_late:10%	-0.0786	0.999898460806997	1883.58	2016	2058	1976	1557	1834	53.71	57.52
Rv3768	Rv3768	hypothetical protein	hypoxia_late:15%; human_sputum:13%; ctl_stationary:12%	-0.0935	0.999980948229615	1866.4	1915	1872	1816	1714	2022	45.46	49.38
Rv0612	Rv0612	hypothetical protein	hypoxia_late:15%	-0.0899	0.999968663799807	1880.35	1885	1969	1904	1664	1989	28.43	30.74
ctpE	Rv0908	metal cation transporter ATPase E	hypoxia_late:12%	-0.064	0.999433427365489	1889.22	1783	2054	2052	1673	1899	108.14	114.52
Rv2466c	Rv2466c	hypothetical protein	hypoxia_fatty_acids:20%; ctl_stationary:11%; zinc_limitation:10%; PBS_RIF_DDmtb:10%; microaerophilic:10%	-0.0863	0.999945600653575	1885.9	1980	2013	1951	1590	1912	59.88	64.39
Rv3327	Rv3327	transposase fusion protein	hypoxia_late:18%; ctl_stationary:10%	-0.0927	0.999939260841872	1904.35	2059	2094	1923	1597	1870	28.47	30.92
leuA	Rv3710	2-isopropylmalate synthase	microaerophilic:11%	-0.0643	0.999481657389584	1886.27	1774	2028	2042	1693	1907	176.18	186.6
lppL	Rv2138	lipoprotein LppL	human_sputum:11%	-0.0658	0.999581409361548	1882.43	1775	1974	2031	1683	1961	111.96	118.77
clpC1	Rv3596c	ATP-dependent protease ATP-binding subunit ClpC	zinc_limitation:13%	-0.0663	0.999609481113342	1878.97	1767	1938	2033	1694	1974	943.69	1000.09
iunH	Rv3393	nucleoside hydrolase	hypoxia_late:19%	-0.0834	0.999932798977636	1870.7	1957	1982	1943	1593	1893	44.48	47.78
Rv0813c	Rv0813c	hypothetical protein	low_iron:10%	-0.0692	0.999756810820482	1864.44	1827	1898	2021	1662	1924	301.3	320
MT3767.2	MT3767.2	hypothetical protein	hypoxia_late:12%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	-0.1152	0.999989416955404	1920.9	2200	2003	1798	1617	2013	26.57	29.35
Rv3922c	Rv3922c	membrane protein insertion efficiency factor	acidic:15%; INDIGO_exponential:11%	-0.0724	0.999833978861237	1856.01	1871	1915	1994	1636	1874	717.04	763.04
ugpB	Rv2833c	sn-glycerol-3-phosphate ABC transporter substrate-binding lipoprotein UgpB	PBS_RIF_DDmtb:30%; hypoxia_late:27%	-0.1149	0.999969939777402	1964.23	2424	2264	1927	1423	1863	16.72	18.49
MT1759	MT1759	hypothetical protein	hypoxia_late:28%	-0.1098	0.999994056417615	1867.17	2011	1814	1766	1655	2108	41.24	45.22
yrbE2B	Rv0588	hypothetical protein	hypoxia_fatty_acids:22%; microaerophilic:13%	-0.0708	0.999675853331098	1864.23	1851	2040	2000	1609	1837	177.67	189.06
Rv1761c	Rv1761c	hypothetical protein	hypoxia_late:17%; acidic_tyloxopol:12%	-0.0844	0.999901181228174	1867.6	1944	1701	2050	1653	2008	59.17	63.67
sigH	Rv3223c	ECF RNA polymerase sigma factor SigH	zinc_limitation:14%	-0.0736	0.99977882663429	1857.62	1868	1966	1991	1621	1854	348	370.82
MT0853	MT0853	hypothetical protein	INDIGO_exponential:10%	-0.0879	0.99995636554454	1838.65	1847	1765	1877	1710	2001	117.18	126.11
tyrS	Rv1689	tyrosine--tRNA ligase	hypoxia_late:14%	-0.0688	0.999441705934146	1871.14	1772	2004	2012	1654	1927	155.4	165.3
Rv2491	Rv2491	hypothetical protein	hypoxia_late:29%; ctl_stationary:20%	-0.1254	0.999994782056541	1921.51	2267	1964	1918	1487	2015	8.25	9.3
arfA	Rv0899	peptidoglycan-binding protein ArfA	hypoxia_late:11%	-0.0854	0.999914246544882	1861.79	1951	2015	1945	1563	1853	54.15	58.3
deoC	Rv0478	deoxyribose-phosphate aldolase	ctl_stationary:8%	-0.0683	0.999466506178139	1864.86	1738	1942	1997	1681	1978	144.94	154.23
higB	Rv1955	toxin HigB	hypoxia_fatty_acids:32%	-0.106	0.999974326229536	1886.95	2072	1977	1881	1591	1932	44.78	48.99
fhaA	Rv0020c	FHA domain-containing protein FhaA	human_sputum:8%	-0.0758	0.999832168587859	1835.92	1856	1818	1979	1632	1904	661.82	705.84
higA	Rv1956	antitoxin HigA	hypoxia_fatty_acids:28%	-0.0973	0.999971643121199	1853.92	2099	1730	1913	1603	1945	49.14	53.28
gpdA2	Rv2982c	glycerol-3-phosphate dehydrogenase	hypoxia_late:11%; human_sputum:10%	-0.0671	0.999320565901767	1861.04	1771	1994	2020	1640	1894	155.82	165.32
vapB14	Rv1952	antitoxin VapB14	human_sputum:12%; acidic_tyloxopol:10%	-0.1074	0.999993645065857	1831.79	2033	1566	1944	1586	2063	22.38	24.39
pckA	Rv0211	phosphoenolpyruvate carboxykinase	zinc_limitation:10%	-0.0805	0.999894555323304	1835.46	1960	1866	1963	1583	1819	576.82	617.5
pcaA	Rv0470c	cyclopropane mycolic acid synthase	zinc_limitation:8%	-0.0683	0.999339392949809	1858.74	1752	1953	2016	1671	1913	405.11	430.02
Rv0609A	Rv0609A	hypothetical protein	ctl_stationary:10%	-0.084	0.999879082042501	1848.45	1826	1948	1882	1646	1949	176.64	190.18
eccC4	Rv3447c	ESX-4 secretion system protein EccC4	hypoxia_late:39%; ctl_stationary:15%; PBS_RIF_DDmtb:14%	-0.1241	0.99998820836783	1911	2149	2103	1972	1377	2011	9.01	10.09
ilvB2	Rv3470c	acetolactate synthase large subunit	hypoxia_late:30%; ctl_stationary:12%	-0.1131	0.999977295418207	1897.69	2214	2017	1872	1453	1977	20.53	22.63
prcA	Rv2109c	proteasome subunit alpha	INDIGO_exponential:9%	-0.0702	0.999432079331434	1854.06	1776	1973	2002	1648	1883	540.42	574.59
Rv2265	Rv2265	integral membrane protein	hypoxia_late:41%; ctl_stationary:10%	-0.0978	0.999944050430511	1858.25	1893	1923	1829	1672	1982	18.9	20.71
kdpC	Rv1031	potassium-transporting ATPase subunit C	human_sputum:14%; acidic_tyloxopol:10%; hypoxia_late:10%	-0.0943	0.99994075947352	1841.61	1890	1941	1837	1629	1920	59.25	64.37
MT2138.1	MT2138.1	hypothetical protein	hypoxia_late:27%; PBS_RIF_DDmtb:17%; ctl_stationary:14%	-0.1291	0.999994842850124	1903.14	2316	1862	1807	1480	2104	22.72	25.6
Rv3599c	Rv3599c	hypothetical short protein	PBS_RIF_DDmtb:12%	-0.1075	0.999989137503993	1825.91	1929	1751	1749	1645	2071	58.88	64.49
Rv2659c	Rv2659c	prophage integrase	ctl_stationary:15%; hypoxia_fatty_acids:14%; PBS_RIF_DDmtb:13%; hypoxia_late:12%	-0.1131	0.999982690455048	1875.81	2082	1911	1857	1559	1992	26.76	29.54
Rv0585c	Rv0585c	integral membrane protein	hypoxia_late:23%	-0.0939	0.999850597612876	1867.12	2141	2081	1912	1492	1748	31.16	33.83
glnA1	Rv2220	glutamine synthetase	tyloxopol:12%	-0.0865	0.99984980122394	1834.23	1936	1810	1960	1599	1878	549.88	591.31
lpqJ	Rv0344c	lipoprotein LpqJ	hypoxia_late:18%	-0.1128	0.999951675874803	1899.35	2236	2098	1811	1536	1855	37.75	41.55
ponA2	Rv3682	bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase	zinc_limitation:13%	-0.0703	0.99909919934771	1840.15	1739	1963	1992	1642	1877	363.19	386.11
Rv2978c	Rv2978c	transposase	zinc_limitation:32%; cholesterol:13%	-0.0732	0.999311725952125	1837.13	1762	1949	1987	1635	1864	369.24	393.39
aglA	Rv2471	alpha-glucosidase AglA	hypoxia_late:9%	-0.0694	0.998772098447611	1841.97	1740	2025	2015	1615	1832	107.68	114.48
def	Rv0429c	polypeptide deformylase	hypoxia_late:10%; human_sputum:10%	-0.0796	0.999693646026006	1824.29	1840	1922	1959	1567	1847	125.66	134.46
PPE56	Rv3350c	PPE family protein PPE56	hypoxia_late:25%; microaerophilic:16%	-0.1073	0.999947259896062	1862.29	2040	2049	1856	1468	1931	32.35	35.46
Rv3168	Rv3168	aminoglycoside phosphotransferase	butyrate:21%	-0.0912	0.999886993437913	1825.81	1917	1979	1880	1549	1820	46.1	49.92
Rv0223c	Rv0223c	aldehyde dehydrogenase	hypoxia_late:12%; acidic:11%	-0.088	0.999847880100068	1829.3	1963	2012	1935	1496	1766	51.68	55.71
Rv2644c	Rv2644c	hypothetical protein	PBS_RIF_DDmtb:11%	-0.1088	0.999969576873016	1855.75	2042	1929	1758	1634	1930	38.54	42.29
ppm1	Rv2051c	polyprenol-monophosphomannose synthase	microaerophilic:13%	-0.0705	0.998910254570535	1837.5	1719	1980	1998	1643	1861	223.29	237.5
Rv2076c	Rv2076c	hypothetical protein	ctl_stationary:23%; PBS_RIF_DDmtb:21%; nutrient_limitation:16%	-0.1037	0.999940660962423	1848.92	2076	1917	1783	1584	1903	84.74	92.43
ribH	Rv1416	6,7-dimethyl-8-ribityllumazine synthase	INDIGO_exponential:9%	-0.0811	0.999794836805912	1807.35	1920	1952	1948	1498	1741	325.57	348.92
csm2	Rv2822c	CRISPR type III-associated protein Csm2	hypoxia_late:17%; human_sputum:16%	-0.0944	0.999952361030758	1799.35	1875	1742	1828	1649	1909	80.78	87.42
Rv0090	Rv0090	membrane protein	hypoxia_late:40%; ctl_stationary:12%	-0.1199	0.999974560743756	1886.7	2123	2078	1846	1530	1887	18.4	20.44
Rv3850	Rv3850	hypothetical protein	acidic:12%	-0.0732	0.999329032754921	1821.89	1761	1855	1990	1626	1888	289.34	308.22
Rv3034c	Rv3034c	acetyltransferase	human_sputum:8%	-0.0798	0.999644869397738	1819.36	1812	1943	1926	1579	1849	90	96.57
Rv2897c	Rv2897c	hypothetical protein	hypoxia_late:36%; microaerophilic:17%; PBS_RIF_DDmtb:11%	-0.1111	0.99996147062466	1863.4	2047	2006	1844	1565	1875	13.72	15.17
vapC35	Rv1962c	ribonuclease VapC35	PBS_RIF_DDmtb:10%	-0.0866	0.999848179829569	1815.06	1829	1812	1902	1624	1916	87.87	94.5
Rv2563	Rv2563	glutamine ABC transporter permease	hypoxia_late:13%	-0.0731	0.999173789539146	1825.46	1747	1906	1975	1616	1895	146.8	156.62
Rv1977	Rv1977	hypothetical protein	ctl_stationary:11%	-0.0821	0.999624656591909	1817.53	1777	1877	1907	1613	1923	59.07	63.6
lppJ	Rv2080	lipoprotein LppJ	acidic_tyloxopol:8%	-0.0808	0.99969265661806	1803.34	1833	1743	1969	1611	1871	216.62	231.77
Rv0923c	Rv0923c	hypothetical protein	zinc_limitation:13%	-0.072	0.998842450117232	1815.85	1726	1918	1984	1623	1840	254.5	270.86
Rv0802c	Rv0802c	succinyl-CoA transferase	ctl_stationary:11%	-0.0835	0.999681190233785	1810.61	1794	1876	1900	1602	1890	83.43	89.76
MT1071	MT1071	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:16%; ctl_stationary:13%	-0.0956	0.999878630723415	1815.07	1743	1813	1832	1670	2027	33.52	36.32
Rv1572c	Rv1572c	conserved hypothetical protein	hypoxia_late:27%	-0.1158	0.999983573260686	1823.77	1981	1835	1731	1529	2068	61.34	67.48
Rv2717c	Rv2717c	hypothetical protein	PBS_RIF_DDmtb:14%	-0.0962	0.999873833398924	1813.51	1852	1831	1873	1605	1915	53.42	58
Rv3406	Rv3406	dioxygenase	hypoxia_fatty_acids:52%	-0.1027	0.999885301239493	1832.28	1859	1851	1826	1676	1955	24.91	27.32
Rv3729	Rv3729	transferase	PBS_RIF_DDmtb:15%; hypoxia_late:13%; ctl_stationary:11%	-0.0976	0.999740570886471	1839.19	2198	2068	1878	1412	1694	43.32	47.1
Rv3718c	Rv3718c	hypothetical protein	tyloxopol:12%; human_sputum:11%	-0.0763	0.998993336790332	1815.16	1708	1871	1956	1630	1922	166.29	177.73
MT0614	MT0614	hypothetical protein	hypoxia_late:34%	-0.1176	0.99997034459827	1838.1	1993	1874	1763	1633	1939	22.76	25.26
Rv2267c	Rv2267c	hypothetical protein	hypoxia_late:26%; ctl_stationary:11%	-0.1193	0.999957673434792	1860.29	2032	1931	1841	1547	1971	20.74	23.02
Rv1291c	Rv1291c	hypothetical protein	hypoxia_late:40%; ctl_stationary:11%	-0.1274	0.999990262147364	1826.56	2069	1753	1667	1669	1994	11.86	13.38
pnp	Rv0535	S-methyl-5'-thioadenosine phosphorylase	hypoxia_late:23%	-0.1064	0.999923898770218	1819.74	2013	1937	1834	1519	1816	33.92	37.13
