GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0827c_ATC_noDrug	Rv0827c_DMSO_noDrug
trpE	Rv1609	anthranilate synthase component I	zinc_limitation:8%	-0.0402	0.999988660529557	2208.18	2003	2307	2053	2445	2248	186.51	194.67
celA2a	Rv1089A	cellulase celA2a	hypoxia_late:26%; PBS_RIF_DDmtb:16%; ctl_stationary:12%; hypoxia_hypoxic:10%	-0.0822	0.999999989721409	2182.08	2607	1534	2500	1947	2422	5.62	6
entC	Rv3215	isochorismate synthase	acidic_tyloxopol:8%	-0.0418	0.999989078788167	2215.36	2029	2368	2063	2427	2204	71.02	74.15
ispF	Rv3581c	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	microaerophilic:18%	-0.0394	0.999985346193943	2197.67	2010	2338	1981	2444	2234	728.61	759.39
acg	Rv2032	NAD(P)H nitroreductase	cholesterol:23%; hypoxia_hypoxic:14%; butyrate:11%; ctl_stationary:10%	-0.0505	0.999993300174212	2237.13	2368	2184	2219	2343	2078	74.33	78.01
upp	Rv3309c	uracil phosphoribosyltransferase	PBS_RIF_DDmtb:10%	-0.0479	0.999995538163143	2189.6	2124	2167	2220	2290	2149	55.59	58.13
Rv3541c	Rv3541c	hypothetical protein	human_sputum:19%; microaerophilic:13%; hypoxia_fatty_acids:11%	-0.0554	0.999997888454367	2208.04	2392	1974	2322	2248	2117	29.73	31.18
Rv3651	Rv3651	hypothetical protein	butyrate:10%	-0.0482	0.999995856345699	2184.59	2167	2102	2091	2402	2168	71.08	74.69
Rv0765c	Rv0765c	oxidoreductase	hypoxia_fatty_acids:19%; microaerophilic:19%; ctl_stationary:12%; hypoxia_late:11%	-0.0431	0.999990528451827	2195.81	2007	2321	2026	2442	2199	41.87	43.76
PPE26	Rv1789	PPE family protein PPE26	acidic:10%	-0.0404	0.999981168287052	2205.81	2036	2329	2122	2412	2141	319.58	332.96
MT3770	MT3770	hypothetical protein	tyloxopol:14%	-0.0447	0.999991549422271	2190.38	2107	2221	2157	2363	2109	183.77	192.02
Rv1875	Rv1875	hypothetical protein	low_iron:18%; hypoxia_fatty_acids:14%	-0.0506	0.999994304729767	2210.31	2282	2123	2161	2388	2104	153.79	161.55
Rv1232c	Rv1232c	hypothetical protein	PBS_RIF_DDmtb:10%	-0.0464	0.999991005653718	2198.67	2199	2185	2152	2367	2095	184.46	193.12
Rv1870c	Rv1870c	hypothetical protein	INDIGO_exponential:14%; nutrient_limitation:11%	-0.0452	0.999993708015024	2176.05	2120	2094	2139	2396	2138	508.75	532.37
folD	Rv3356c	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	hypoxia_late:10%	-0.0438	0.999989243757249	2193.43	2127	2276	2102	2355	2113	185.01	193.18
serB1	Rv0505c	phosphoserine phosphatase SerB	hypoxia_late:10%	-0.0461	0.999993762770031	2169.85	2083	2160	2028	2391	2196	173.12	181.67
Rv0330c	Rv0330c	hypothetical protein	hypoxia_late:18%; hypoxia_fatty_acids:16%; ctl_stationary:14%	-0.0527	0.999997646804887	2151.29	2204	1888	2445	2119	2119	23.91	25
Rv3284	Rv3284	hypothetical protein	human_sputum:10%	-0.0473	0.999994023975269	2162.41	2129	2061	2065	2385	2180	488.42	512.82
Rv3493c	Rv3493c	Mce associated protein	hypoxia_late:13%	-0.0409	0.999981516095756	2179.33	1998	2291	1978	2433	2214	208.29	217.34
ilvX	Rv3509c	acetohydroxyacid synthase large subunit	hypoxia_late:15%	-0.0418	0.999975034817611	2192.58	2042	2355	2086	2373	2118	220.22	229.7
echA7	Rv0971c	enoyl-CoA hydratase EchA7	microaerophilic:40%; hypoxia_late:12%	-0.0505	0.999996161143717	2151.57	2078	2055	2010	2454	2175	49.55	52.29
Rv3093c	Rv3093c	oxidoreductase	high_iron:18%; hypoxia_late:11%	-0.0544	0.999998458299802	2126.46	2230	1642	2196	2434	2174	46.13	48.83
papA2	Rv3820c	trehalose-2-sulfate acyltransferase	hypoxia_late:9%	-0.0462	0.999984907197755	2188.02	2165	2286	2130	2283	2080	65.33	68.3
Rv2090	Rv2090	5'-3' exonuclease	hypoxia_late:10%	-0.0457	0.999981137396908	2184.49	2183	2285	2077	2307	2076	120.76	126.25
eccE5	Rv1797	ESX-5 type VII secretion system protein EccE	acidic:8%	-0.0435	0.999983352503613	2161.99	2031	2183	2082	2397	2126	624.36	652.35
lppG	Rv1946c	lipoprotein	acidic_tyloxopol:10%	-0.0448	0.999986300152197	2163.3	1976	2203	2014	2439	2200	116.98	122.49
cya	Rv1625c	adenylyl cyclase	microaerophilic:9%	-0.0425	0.999965572854385	2182.95	2018	2357	2072	2366	2114	189.29	197.54
Rv0200	Rv0200	transmembrane protein	high_iron:8%	-0.0467	0.999984705578134	2176.16	2132	2235	2119	2334	2066	294.68	308.32
Rv1937	Rv1937	oxygenase	hypoxia_late:13%	-0.0489	0.999987413271173	2178.4	2088	2245	2154	2344	2067	29.35	30.81
Rv0049	Rv0049	hypothetical protein	microaerophilic:8%	-0.0474	0.999984336857672	2173.1	2112	2230	2138	2335	2056	531.26	556.1
cobL	Rv2072c	precorrin-6Y C(5,15)-methyltransferase	hypoxia_late:28%	-0.0476	0.99998632728036	2164.27	2090	2271	2071	2301	2094	50.88	53.26
TB27.3	Rv0577	hypothetical protein	PBS_RIF_DDmtb:8%	-0.0426	0.999961330966503	2177.55	1990	2330	2044	2395	2143	328.67	343.15
MT3573.10	MT3573.10	hypothetical protein	microaerophilic:26%; hypoxia_late:19%; cholesterol:10%	-0.0608	0.999999026817132	2125.27	2140	1871	1997	2504	2140	50.69	53.84
embR	Rv1267c	transcriptional regulator EmbR	ctl_stationary:23%; hypoxia_late:17%; PBS_RIF_DDmtb:11%	-0.0507	0.99999112625361	2163.52	2080	2224	2128	2284	2105	27.91	29.3
Rv1645c	Rv1645c	hypothetical protein	PBS_RIF_DDmtb:15%; hypoxia_late:10%	-0.0507	0.999988430077698	2182.73	2179	2254	2090	2326	2070	50.4	52.91
Rv2085	Rv2085	hypothetical protein	hypoxia_late:17%	-0.0558	0.999995735934003	2159.86	2145	2064	2327	2170	2098	60.65	63.6
Rv3222c	Rv3222c	hypothetical protein	microaerophilic:12%	-0.0436	0.999969435462736	2168.24	1992	2279	2035	2393	2155	605.24	632.75
hsdS.1	Rv2755c	Type I restriction/modification system specificity determinant hsdS_1	hypoxia_late:42%	-0.0547	0.999993726539237	2164.73	2114	2186	2169	2271	2086	70.55	74.06
Rv2076c	Rv2076c	hypothetical protein	ctl_stationary:23%; PBS_RIF_DDmtb:21%; nutrient_limitation:16%	-0.0516	0.999994685941891	2127.44	2035	2042	2067	2368	2134	80.7	84.74
Rv1524	Rv1524	glycosyltransferase	hypoxia_late:14%	-0.052	0.999984910454202	2176.63	2217	2243	2116	2262	2049	42.39	44.54
pyrR	Rv1379	bifunctional pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	zinc_limitation:10%	-0.0494	0.999991004410952	2142.1	2022	2089	2048	2378	2183	224.67	236.47
Rv1083	Rv1083	hypothetical protein	human_sputum:8%	-0.0559	0.999993965675606	2157.95	2319	1941	2155	2294	2092	99.15	104.34
rpsP	Rv2909c	30S ribosomal protein S16	hypoxia_rar:11%; hypoxia_hypoxic:11%	-0.0434	0.9999536726111	2161.97	1979	2292	2047	2384	2121	523.54	546.82
MT1717	MT1717	hypothetical protein	high_iron:10%; butyrate:10%	-0.0554	0.999998143725957	2093.88	2006	1857	1896	2501	2243	210.84	223.96
Rv2077A	Rv2077A	hypothetical protein	hypoxia_late:17%; ctl_stationary:13%; PBS_RIF_DDmtb:12%; hypoxia_rar:10%	-0.0689	0.999998826609794	2152.1	2443	1679	2340	2236	2106	26.27	27.87
MT1432	MT1432	hypothetical protein	INDIGO_exponential:14%; low_iron:11%; tyloxopol:11%	-0.0505	0.999987712452743	2153.63	2227	2038	2109	2332	2069	353.67	371
Rv1260	Rv1260	oxidoreductase	INDIGO_exponential:9%	-0.0487	0.999982690904312	2153.48	2095	2213	2085	2322	2058	121.27	127.11
MT0032	MT0032	hypothetical protein	zinc_limitation:10%	-0.0596	0.999992531524942	2192.68	2379	2025	2177	2352	2043	143.76	152.01
cobS	Rv2208	cobalamin synthase	hypoxia_late:11%	-0.0503	0.999986702774309	2153.6	2106	2124	2146	2350	2048	264.98	278.08
Rv1637c	Rv1637c	hypothetical protein	hypoxia_rar:8%	-0.0477	0.999975738571212	2154.48	2104	2262	2080	2286	2046	219.84	230.11
eccB5	Rv1782	ESX-5 type VII secretion system protein EccB5	microaerophilic:18%; acidic:12%; ctl_stationary:11%	-0.043	0.999947127179286	2154.84	1980	2274	2027	2377	2129	414.63	433.15
MT2944	MT2944	hypothetical protein	PBS_RIF_DDmtb:54%	-0.049	0.999986016995464	2145.11	2108	2141	2081	2318	2082	214.4	224.62
Rv1693	Rv1693	hypothetical protein	zinc_limitation:9%	-0.0466	0.999982911007995	2137.78	1974	2145	2005	2418	2161	271.79	284.71
Rv2023c	Rv2023c	hypothetical protein	hypoxia_late:25%	-0.0543	0.999991461395835	2148.48	2185	2070	2255	2148	2087	81.58	85.49
Rv0776c	Rv0776c	hypothetical protein	hypoxia_late:22%	-0.0573	0.99999352953807	2155.62	2142	2113	2280	2208	2039	25.95	27.29
mce1C	Rv0171	Mce family protein Mce1C	butyrate_plus_glucose:14%; acidic_tyloxopol:11%	-0.048	0.999971365855923	2152.03	2101	2268	2055	2317	2027	700.73	734.19
Rv1749c	Rv1749c	integral membrane protein	ctl_exponential:9%	-0.0498	0.999981643172298	2149.06	2069	2176	2135	2310	2060	188.67	197.81
MT3994	MT3994	hypothetical protein	human_sputum:20%	-0.0542	0.999994713757435	2114.71	2033	2026	1958	2424	2148	231.64	244.68
MT0726.1	MT0726.1	hypothetical protein	human_sputum:14%; hypoxia_rar:12%	-0.0531	0.999980007563794	2157.24	2254	2101	2088	2319	2031	1356.65	1427
pstA2	Rv0936	phosphate ABC transporter permease PstA	butyrate_plus_glucose:10%; ctl_exponential:10%	-0.0455	0.999960048096513	2146.64	1985	2223	2075	2361	2099	191.44	200.23
panD	Rv3601c	aspartate 1-decarboxylase	zinc_limitation:11%	-0.0459	0.999963757897028	2144.81	1951	2248	1965	2398	2179	179.89	188.5
Rv3770A	Rv3770A	A transposase	zinc_limitation:41%; hypoxia_late:12%	-0.0605	0.999998412266431	2091.24	2103	1770	1996	2457	2160	37.77	40.15
pptT	Rv2794c	phosphopantetheinyl transferase	high_iron:10%	-0.0442	0.999952474815845	2143.59	1965	2237	2013	2379	2137	240.05	250.97
hycD	Rv0084	formate hydrogenlyase HycD	hypoxia_late:9%	-0.0511	0.99997970980406	2151.06	2082	2208	2165	2279	2026	143.03	150.09
Rv1804c	Rv1804c	hypothetical protein	hypoxia_fatty_acids:24%; PBS_RIF_DDmtb:22%; ctl_stationary:16%	-0.0655	0.999998490307269	2110.82	2197	1810	2036	2508	2034	16.61	17.76
menA	Rv0534c	1,4-dihydroxy-2-naphthoate octaprenyltransferase	hypoxia_late:32%	-0.0483	0.99998435461514	2114.99	1970	2034	2016	2403	2166	84.68	89.02
ephE	Rv3670	epoxide hydrolase EphE	hypoxia_late:13%	-0.0464	0.999949924916818	2146.86	1962	2273	2043	2345	2123	72.01	75.37
kgtP	Rv3476c	dicarboxylic acid transport membrane protein kgtP	hypoxia_late:14%	-0.0528	0.999983136219278	2143.41	2028	2111	2182	2340	2063	40.92	43.05
MT3671.2	MT3671.2	hypothetical protein	human_sputum:21%; hypoxia_fatty_acids:12%	-0.0637	0.999995519172337	2151.06	2348	1953	2241	2149	2075	64.21	67.7
PE_PGRS41	Rv2396	acid and phagosome regulated protein AprC	nutrient_limitation:19%; acidic:15%	-0.0442	0.999913939870762	2149.05	1969	2312	2039	2358	2081	836.88	874.56
Rv0228	Rv0228	acyltransferase	hypoxia_late:16%	-0.0492	0.999974756041252	2130.85	2084	2195	2079	2256	2044	97.93	102.63
zur	Rv2359	zinc uptake regulation protein	hypoxia_fatty_acids:12%	-0.054	0.999994100656039	2092.72	2021	1875	2062	2383	2139	145.43	153.66
cysG	Rv2847c	multifunctional uroporphyrin-III C-methyltransferase/precorrin-2 oxidase/ferrochelatase	hypoxia_late:10%	-0.0454	0.999945084288528	2136.83	1950	2264	1963	2370	2153	94.56	99.08
PPE57	Rv3425	PPE family protein PPE57	nutrient_limitation:19%; hypoxia_rar:13%; human_sputum:11%	-0.0486	0.999970931453797	2129.34	1918	2157	1964	2447	2181	72.75	76.52
rpsT	Rv2412	30S ribosomal protein S20	zinc_limitation:26%	-0.0531	0.999976829621189	2141.81	2182	2122	2111	2305	1995	1143.18	1201.63
asnB	Rv2201	asparagine synthetase	PBS_RIF_DDmtb:15%	-0.0462	0.999934026350867	2131.57	1983	2232	2070	2325	2057	113.3	118.55
Rv3736	Rv3736	AraC/XylS family transcriptional regulator	PBS_RIF_DDmtb:18%	-0.0483	0.999947282020862	2132	1982	2260	2040	2299	2088	65.49	68.61
Rv2646	Rv2646	integrase	hypoxia_late:18%	-0.0551	0.999983569523275	2132.88	2110	2231	2032	2265	2032	28.73	30.26
aprB	Rv2395B	acid and phagosome regulated protein AprB	nutrient_limitation:22%; acidic:18%	-0.0529	0.99997589241158	2128.97	2148	2104	2057	2303	2038	1752.76	1843.75
lprN	Rv3495c	Mce family lipoprotein LprN	butyrate_plus_glucose:9%	-0.0514	0.999970573376929	2129.97	2059	2210	2059	2295	2033	180.15	189.27
Rv0547c	Rv0547c	oxidoreductase	hypoxia_late:14%	-0.0464	0.999943152201335	2121.25	1923	2202	1948	2374	2176	135.4	142.08
Rv1178	Rv1178	aminotransferase	high_iron:12%	-0.0446	0.999921212595908	2121.23	1953	2190	2012	2360	2103	668.05	698.65
era	Rv2364c	GTPase Era	PBS_RIF_DDmtb:9%	-0.0506	0.999984857079165	2098.4	2027	1944	2129	2349	2054	154.21	161.87
Rv1752	Rv1752	hypothetical protein	INDIGO_exponential:11%; hypoxia_late:11%; high_iron:11%	-0.049	0.999964441294358	2120.07	1984	2165	2022	2331	2107	128.47	134.65
coaA	Rv1092c	pantothenate kinase	hypoxia_late:11%	-0.0513	0.999976200789983	2119.85	2087	2112	2185	2203	2015	104.36	109.39
argD	Rv1655	acetylornithine aminotransferase	hypoxia_late:20%; hypoxia_hypoxic:14%	-0.0513	0.999972944370532	2124.18	2064	2194	2093	2249	2025	88.96	93.38
lpqI	Rv0237	lipoprotein LpqI	zinc_limitation:11%; high_iron:11%	-0.0455	0.999912778851512	2124.68	1949	2261	1951	2356	2122	243.5	255
Rv3654c	Rv3654c	hypothetical protein	hypoxia_late:30%	-0.0581	0.999990484110617	2125.11	2139	2071	2162	2190	2065	80.35	84.5
Rv0329c	Rv0329c	hypothetical protein	hypoxia_fatty_acids:34%; hypoxia_late:14%	-0.0567	0.999990883511826	2111.12	2055	2087	2083	2237	2096	31.39	33.07
ctpE	Rv0908	metal cation transporter ATPase E	hypoxia_late:12%	-0.0454	0.999917297623472	2115.1	1940	2226	1922	2357	2147	103.19	108.14
yrbE4B	Rv3500c	integral membrane protein	hypoxia_late:15%	-0.0594	0.99998647745896	2137.92	2243	2014	2124	2308	2009	106.48	112.57
fadE8	Rv0672	acyl-CoA dehydrogenase FadE8	PBS_RIF_DDmtb:17%; hypoxia_fatty_acids:15%	-0.0499	0.999960113541934	2108.44	2058	2172	2031	2291	1997	225.03	236.07
truB	Rv2793c	tRNA pseudouridine synthase B	hypoxia_late:10%	-0.05	0.999959469531934	2113.76	2100	2174	2054	2241	2004	218.64	229.22
MT3767.2	MT3767.2	hypothetical protein	hypoxia_late:12%; ctl_stationary:11%; PBS_RIF_DDmtb:10%	-0.0736	0.9999965004741	2148.83	2371	2009	2107	2220	2047	24.91	26.57
pgsA2	Rv1822	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	INDIGO_exponential:8%	-0.0542	0.999973020580994	2117.52	2061	2191	2097	2221	2021	97.62	102.58
Rv0031	Rv0031	transposase	acidic_tyloxopol:10%	-0.0735	0.99999847142287	2103.5	2285	1684	2209	2371	2006	32.45	34.62
metS	Rv1007c	methionine--tRNA ligase	zinc_limitation:8%	-0.0477	0.999936539744713	2104.63	1948	2146	1975	2346	2120	124.72	130.93
rplU	Rv2442c	50S ribosomal protein L21	acidic:14%; hypoxia_rar:12%; hypoxia_hypoxic:12%; ctl_exponential:10%; human_sputum:10%	-0.0542	0.999976998443433	2098.49	2077	2033	2058	2293	2037	1018.67	1072.98
Rv3204	Rv3204	DNA-methyltransferase	PBS_RIF_DDmtb:9%	-0.0599	0.999987613140217	2120.31	2325	1904	2068	2296	2024	120.85	127.64
lipM	Rv2284	esterase LipM	hypoxia_late:13%	-0.0591	0.999990636991732	2097.21	2096	1867	2126	2347	2064	73.9	78.25
Rv2529	Rv2529	hypothetical protein	hypoxia_late:40%	-0.0573	0.999980704761748	2117.3	2071	2083	2256	2144	2036	21.07	22.19
vapB47	Rv3407	antitoxin VapB47	tyloxopol:17%	-0.0567	0.999982885289325	2107.14	2122	1957	2150	2315	2001	3026.25	3190.47
Rv2469c	Rv2469c	hypothetical protein	acidic_tyloxopol:9%	-0.0538	0.999967451061669	2103.19	2072	2175	2099	2159	2013	100.61	105.61
PE_PGRS17	Rv0978c	PE-PGRS family protein PE_PGRS17	hypoxia_late:24%	-0.0575	0.999973838043058	2118.42	2172	2153	2100	2179	1991	47.89	50.46
Rv3630	Rv3630	integral membrane protein	hypoxia_late:12%	-0.049	0.99987911956387	2108.26	1960	2241	2025	2285	2040	130.9	137.24
Rv2611c	Rv2611c	phosphatidylinositol mannoside acyltransferase	zinc_limitation:9%	-0.0474	0.999898998775621	2087.67	1914	2149	1904	2353	2135	187.23	196.5
Rv3031	Rv3031	1,4-alpha-glucan branching protein	hypoxia_late:15%; low_iron:10%	-0.0486	0.999860671470961	2105.47	1919	2244	1985	2320	2073	88.37	92.73
PE_PGRS32	Rv1803c	PE-PGRS family protein PE_PGRS32	hypoxia_late:34%	-0.0541	0.999963362805793	2090.57	2037	2052	2168	2210	1990	45.79	48.15
Rv0634A	Rv0634A	hypothetical protein	ctl_exponential:18%; acidic:10%	-0.0508	0.999926546951103	2094.86	1943	2081	2038	2333	2089	797.54	838.48
echA3	Rv0632c	enoyl-CoA hydratase EchA3	tyloxopol:9%	-0.0515	0.999941267318381	2088.69	2038	2156	2033	2260	1963	780.06	819.18
MT3052.2	MT3052.2	ribosomal protein L28	acidic_tyloxopol:12%; acidic:12%; hypoxia_rar:12%	-0.0558	0.999979113314844	2081.55	2113	1955	2020	2298	2030	369.58	389.49
Rv1673c	Rv1673c	hypothetical protein	hypoxia_late:25%; ctl_stationary:12%; PBS_RIF_DDmtb:10%	-0.0661	0.99998840234411	2118.79	2201	2096	2226	2073	2002	15.99	16.96
irtA	Rv1348	iron ABC transporter ATP-binding protein/permease IrtA	low_iron:25%; hypoxia_late:12%	-0.0539	0.999969750852208	2066.44	2020	2043	1993	2264	2018	29.46	31.07
thrA	Rv1294	homoserine dehydrogenase	hypoxia_rar:8%	-0.0474	0.999836241865698	2083.4	1924	2189	1926	2321	2071	350.05	366.98
Rv3338	Rv3338	conserved hypothetical protein	low_iron:16%	-0.0573	0.999971306133462	2090.92	2125	2059	2049	2240	1986	106.89	112.68
pknH	Rv1266c	serine/threonine-protein kinase PknH	ctl_stationary:22%; hypoxia_late:11%	-0.0542	0.999947235808451	2083.89	2089	2150	2029	2201	1955	75.4	79.34
Rv3786c	Rv3786c	hypothetical protein	hypoxia_late:15%	-0.0561	0.999956369861573	2095.43	2193	2097	2108	2132	1951	67.74	71.27
purT	Rv0389	phosphoribosylglycinamide formyltransferase PurT	hypoxia_late:20%; ctl_stationary:11%	-0.0499	0.999912432111032	2070.61	1908	2077	1914	2338	2131	97.45	102.57
mutT3	Rv0413	8-oxo-dGTP diphosphatase	hypoxia_late:12%	-0.0494	0.99985846063858	2083.39	1902	2164	1969	2323	2072	183.49	192.57
Rv3489	Rv3489	hypothetical protein	human_sputum:11%	-0.0546	0.99996743705962	2064.42	1994	1959	1999	2300	2079	1055.62	1113.93
ugpE	Rv2834c	sn-glycerol-3-phosphate ABC transporter permease UgpE	PBS_RIF_DDmtb:42%; hypoxia_late:17%	-0.0675	0.999991526037642	2085.69	2184	1909	2332	2037	1980	19.76	20.93
secA2	Rv1821	protein translocase subunit SecA	zinc_limitation:10%	-0.0484	0.999768978057258	2085.68	1916	2228	1982	2292	2023	344.75	361.5
mbtH	Rv2377c	hypothetical protein	low_iron:24%; human_sputum:20%	-0.0684	0.999993625739892	2078.35	2134	1864	2172	2169	2061	56.47	59.93
accD1	Rv2502c	acetyl-/propionyl-CoA carboxylase subunit beta	low_iron:17%; microaerophilic:13%; butyrate:12%	-0.0488	0.999823128970967	2074.5	1903	2204	1887	2311	2084	106.91	112.25
PE_PGRS16	Rv0977	PE-PGRS family protein PE_PGRS16	microaerophilic:25%; hypoxia_late:19%	-0.0598	0.999947233598636	2117.95	2332	2139	2113	2137	1881	47.38	50.07
Rv2851c	Rv2851c	GCN5-like N-acetyltransferase	microaerophilic:23%	-0.0543	0.999967468882142	2053.43	1988	1972	1923	2304	2091	251.5	265.53
Rv2929	Rv2929	hypothetical protein	human_sputum:12%; tyloxopol:10%	-0.0584	0.999981086632619	2060.44	2000	2020	1875	2354	2068	118.29	125.24
MT0598	MT0598	hypothetical protein	hypoxia_hypoxic:23%; ctl_stationary:12%	-0.0714	0.999991176300985	2099.58	2219	2017	2060	2146	2059	84.7	90.12
Rv2510c	Rv2510c	hypothetical protein	hypoxia_late:12%	-0.0498	0.99984339122041	2064.59	1879	2170	1862	2329	2102	64.59	67.95
mpg	Rv1688	3-methyladenine DNA glycosylase	hypoxia_late:44%	-0.0577	0.999958269252311	2083.37	1934	2137	1971	2302	2083	27.85	29.42
Rv2120c	Rv2120c	integral membrane protein	hypoxia_late:10%	-0.0583	0.999970949464775	2066.43	2097	1966	1984	2263	2029	192.28	203.35
glgB	Rv1326c	1,4-alpha-glucan branching protein	microaerophilic:16%	-0.049	0.999744490197029	2079.53	1922	2247	1950	2276	2016	108.3	113.6
serX	Rvnt42	tRNA-Ser	hypoxia_late:32%; hypoxia_hypoxic:15%	-0.0904	0.999999152725345	2081.62	2262	1707	2346	2013	2111	24.04	25.74
Rv0762c	Rv0762c	hypothetical protein	microaerophilic:15%; ctl_stationary:10%; hypoxia_late:10%; hypoxia_fatty_acids:10%	-0.0617	0.999979087181595	2077.57	2157	1977	1983	2274	2005	63.74	67.51
Rv3669	Rv3669	transmembrane protein	tyloxopol:15%	-0.0557	0.999951006812586	2063.76	2025	2082	2041	2213	1962	209.09	220.08
Rv3239c	Rv3239c	transmembrane transport protein	hypoxia_late:21%	-0.0556	0.99993320944425	2065.96	2070	2151	2011	2194	1910	53.21	56.08
Rv1025	Rv1025	hypothetical protein	hypoxia_late:10%	-0.0527	0.999926047081573	2044.74	1855	2002	1877	2365	2146	131.06	138.37
ggtA	Rv0773c	bifunctional cephalosporin acylase/gamma-glutamyltranspeptidase	tyloxopol:10%	-0.0548	0.999952136636279	2049.85	2048	1999	2030	2234	1944	119.07	125.36
purE	Rv3275c	N5-carboxyaminoimidazole ribonucleotide mutase	hypoxia_late:14%	-0.0519	0.999902304956029	2050.64	1900	1996	1943	2328	2100	264.13	278.19
Rv3661	Rv3661	hypothetical protein	low_iron:10%	-0.0589	0.999971575856278	2053.52	2049	1992	2103	2145	1981	50.52	53.25
menC	Rv0553	muconate cycloisomerase	hypoxia_late:34%	-0.059	0.999969235685371	2055.35	1973	2016	1934	2309	2055	41.27	43.75
phoH1	Rv2368c	phosphate starvation-inducible protein PhoH	acidic_tyloxopol:8%	-0.0557	0.999926352206873	2061.84	2040	2163	1989	2218	1907	268.69	283.06
Rv2742c	Rv2742c	hypothetical protein	PBS_RIF_DDmtb:16%; ctl_stationary:12%	-0.0576	0.99993290924134	2067.46	2136	2127	2045	2106	1927	90.39	95.15
Rv0786c	Rv0786c	hypothetical protein	hypoxia_late:10%	-0.0576	0.999931660980979	2066.25	1952	2110	2018	2214	2042	89.59	94.38
Rv2850c	Rv2850c	magnesium chelatase	microaerophilic:16%; hypoxia_late:12%	-0.0543	0.999930894128061	2040.2	2008	2037	2002	2243	1918	224.14	235.92
Rv0559c	Rv0559c	hypothetical protein	hypoxia_fatty_acids:37%	-0.0537	0.999852331919654	2060.41	1944	2132	1986	2255	1993	381.26	401.03
MT1040.1	MT1040.1	hypothetical protein	hypoxia_hypoxic:10%	-0.058	0.999942777490355	2064.58	2012	2119	2074	2160	1961	220.66	232.35
Rv1816	Rv1816	HTH-type transcriptional regulator	human_sputum:10%	-0.0667	0.99997791940265	2070.72	2191	1921	2042	2207	2000	289.39	307.32
mkl	Rv0655	ribonucleotide ABC transporter ATP-binding protein	INDIGO_exponential:9%	-0.0492	0.999681494166259	2049.46	1906	2155	1937	2272	1989	1183.92	1241.53
lppQ	Rv2341	lipoprotein LppQ	hypoxia_late:25%; ctl_stationary:14%; PBS_RIF_DDmtb:11%	-0.0729	0.999998397875242	1964.64	2178	1306	2551	1739	2172	8.69	9.13
gpdA2	Rv2982c	glycerol-3-phosphate dehydrogenase	hypoxia_late:11%; human_sputum:10%	-0.0506	0.999806216348246	2040.79	1854	2075	1894	2312	2085	148.15	155.82
fadB3	Rv1715	3-hydroxybutyryl-CoA dehydrogenase FadB	hypoxia_late:31%; PBS_RIF_DDmtb:10%	-0.0681	0.999987372691379	2055.06	2117	1879	2174	2138	1975	19.39	20.6
Rv3699	Rv3699	hypothetical protein	cholesterol:16%	-0.0549	0.99986303578862	2052.05	1912	2066	1957	2282	2053	192.06	202.65
