GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv0494_DMSO_RIF	Rv0494_DMSO_noDrug
Rv3055	Rv3055	TetR family transcriptional regulator	hypoxia_late:15%	-0.0496	0.999988127422422	1760.7	1900	1719	1662	1740	1787	35.38	36.91
rpoZ	Rv1390	DNA-directed RNA polymerase subunit omega	microaerophilic:10%	-0.0388	0.999964789287824	1748.39	1805	1820	1760	1721	1639	1034.34	1068.49
Rv1372	Rv1372	alpha-pyrone synthesis polyketide synthase-like protein	hypoxia_late:18%; human_sputum:12%; ctl_stationary:11%	-0.0476	0.999988047870157	1747.51	1746	1780	1733	1711	1768	18.26	19.03
PE14	Rv1214c	PE family protein PE14	hypoxia_late:14%	-0.0474	0.999983538941466	1758.38	1819	1819	1751	1678	1727	79.99	83.08
PPE5	Rv0304c	PPE family protein PPE5	hypoxia_late:29%; ctl_stationary:13%; human_sputum:13%	-0.0402	0.999968555836829	1741.83	1739	1881	1775	1657	1662	10.7	11.1
Rv1855c	Rv1855c	oxidoreductase	zinc_limitation:8%	-0.0386	0.99996473710448	1735.5	1660	1911	1799	1672	1643	218.04	225.08
Rv1232c	Rv1232c	hypothetical protein	PBS_RIF_DDmtb:10%	-0.0407	0.999968515251788	1742.06	1776	1830	1787	1687	1634	176.25	182.2
vapB26	Rv0581	antitoxin VapB26	ctl_exponential:12%; ctl_stationary:11%	-0.0478	0.999994646000537	1694.74	1637	1407	1835	1808	1807	253.65	263.23
cinA	Rv1901	competence damage-inducible protein CinA	ctl_exponential:8%	-0.0362	0.999954475852905	1727.46	1623	1937	1772	1691	1624	222.37	229.22
Rv0954	Rv0954	transmembrane protein	zinc_limitation:13%	-0.0383	0.999960995769473	1727.06	1665	1889	1806	1679	1604	836.95	863.43
glnQ	Rv2564	glutamine ABC transporter ATP-binding protein	hypoxia_late:11%	-0.0446	0.99998065409008	1730.2	1753	1734	1815	1664	1687	100.64	104.25
Rv3552	Rv3552	CoA-transferase subunit beta	human_sputum:38%	-0.0446	0.999985862507164	1715.37	1719	1640	1672	1764	1784	55.41	57.63
fadD10	Rv0099	fatty-acid--CoA ligase FadD10	PBS_RIF_DDmtb:14%; hypoxia_late:13%	-0.0462	0.999979930292993	1732.53	1772	1739	1723	1708	1721	31.06	32.32
Rv0428c	Rv0428c	GCN5-like N-acetyltransferase	hypoxia_late:23%	-0.0428	0.999980098470204	1714.4	1646	1757	1724	1716	1730	60.56	62.76
Rv0756c	Rv0756c	hypothetical protein	hypoxia_late:7%	-0.0413	0.999959090783033	1741.45	1806	1860	1766	1659	1622	233.19	241.2
MTS2362	MTS2362	small intergenic RNA	human_sputum:18%	-0.0487	0.999991447058567	1706.62	1685	1576	1762	1744	1770	64.3	66.85
Rv3216	Rv3216	acetyltransferase	INDIGO_exponential:8%	-0.044	0.999968723839554	1738.6	1798	1832	1756	1630	1681	152.52	158.02
dop	Rv2112c	pup deamidase/depupylase	zinc_limitation:8%	-0.0375	0.999943182668831	1725.87	1708	1902	1759	1680	1588	249.28	257.19
Rv0791c	Rv0791c	hypothetical protein	hypoxia_fatty_acids:59%	-0.0423	0.999977342385418	1714.04	1622	1809	1702	1693	1747	44.97	46.59
Rv3165c	Rv3165c	hypothetical protein	hypoxia_late:19%	-0.0524	0.999991378818951	1722.22	1727	1707	1637	1754	1788	21.4	22.36
MT2520.1	MT2520.1	hypothetical protein	hypoxia_rar:7%	-0.0375	0.99994664007938	1717.92	1699	1863	1728	1713	1592	1038.78	1071.86
oxcA	Rv0118c	oxalyl-CoA decarboxylase OxcA	hypoxia_late:14%; butyrate:11%; low_iron:10%	-0.0441	0.999976728142651	1718.57	1777	1664	1700	1751	1702	67.17	69.81
eccCb1	Rv3871	ESX-1 secretion system protein EccCb	microaerophilic:10%	-0.0403	0.999969306807746	1705.25	1641	1742	1742	1779	1625	579.54	599.87
Rv2542	Rv2542	hypothetical protein	hypoxia_late:9%	-0.0392	0.999949059065631	1726.71	1750	1872	1743	1642	1632	137.74	142.29
Rv0939	Rv0939	bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase	microaerophilic:21%	-0.038	0.999946358967831	1716.38	1694	1875	1712	1720	1587	230.6	238.18
Rv3787c	Rv3787c	S-adenosyl-L-methionine-dependent methyltransferase	hypoxia_late:37%	-0.0473	0.999984172203214	1707.06	1611	1796	1657	1694	1781	21.78	22.68
whiB1	Rv3219	transcriptional regulator WhiB1	zinc_limitation:14%; hypoxia_rar:10%	-0.0431	0.999967365630857	1721.43	1754	1799	1807	1643	1609	3426.55	3545.28
mpr18	Rvnc0018	fragment of putative small regulatory RNA	hypoxia_late:19%; zinc_limitation:13%	-0.0638	0.999998817328853	1697.52	1901	1241	1651	1857	1888	28.91	30.63
Rv0885	Rv0885	hypothetical protein	low_iron:18%; hypoxia_hypoxic:13%; acidic:12%	-0.0404	0.999962279660079	1707.22	1634	1847	1786	1640	1635	189.11	195.41
Rv1624c	Rv1624c	membrane protein	acidic_tyloxopol:10%	-0.0461	0.999976104791553	1716.71	1726	1744	1737	1681	1696	79.02	82.07
Rv2705c	Rv2705c	hypothetical protein	human_sputum:11%	-0.0482	0.99998042528343	1716.38	1730	1727	1709	1704	1712	96.14	99.99
MT0868	MT0868	hypothetical protein	hypoxia_late:20%; microaerophilic:13%	-0.0582	0.999996365562782	1697.34	1671	1567	1572	1781	1908	41.13	43.24
dctA	Rv2443	C4-dicarboxylate-transport transmembrane protein DctA	nutrient_limitation:12%; PBS_RIF_DDmtb:11%	-0.0405	0.999962051292644	1704.25	1674	1770	1703	1743	1633	181.04	187.49
Rv1249c	Rv1249c	membrane protein	ctl_exponential:8%	-0.0459	0.999970754621805	1718.73	1868	1685	1788	1638	1621	204.93	212.45
Rv1268c	Rv1268c	hypothetical protein	ctl_stationary:19%; hypoxia_late:19%; PBS_RIF_DDmtb:10%	-0.0556	0.999991024738623	1720.93	1836	1614	1630	1763	1767	18.43	19.37
tlyA	Rv1694	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA	hypoxia_late:13%	-0.0383	0.99995540510309	1695.06	1552	1851	1681	1715	1683	193.09	199.54
pirG	Rv3810	cell surface protein	tyloxopol:13%	-0.0404	0.999958939176156	1704.06	1643	1843	1794	1654	1593	1097.61	1133.8
infC	Rv1641	initiation factor IF-3	hypoxia_hypoxic:13%	-0.0444	0.9999631457044	1720.93	1895	1672	1717	1742	1586	2253.53	2339.25
uspB	Rv2317	sugar ABC transporter permease UspB	hypoxia_late:37%; ctl_stationary:16%; PBS_RIF_DDmtb:11%	-0.0583	0.999997817986353	1670.05	1700	1335	1670	1838	1834	4.4	4.71
Rv3258c	Rv3258c	hypothetical protein	tyloxopol:11%; ctl_exponential:11%; hypoxia_late:10%	-0.0456	0.999961631832795	1721.7	1880	1763	1791	1595	1589	527.71	546.89
Rv1957	Rv1957	SecB-like chaperone	hypoxia_fatty_acids:14%	-0.058	0.999993473730445	1703.4	1832	1426	1690	1790	1796	32.98	34.7
Rv2642	Rv2642	ArsR family transcriptional regulator	hypoxia_fatty_acids:56%; butyrate:15%	-0.0539	0.999984091029428	1721.72	1884	1644	1726	1647	1713	62.9	65.7
fdxD	Rv3503c	ferredoxin FdxD	microaerophilic:21%; hypoxia_fatty_acids:12%	-0.0493	0.999978874622425	1709.47	1740	1737	1620	1706	1746	131.95	137.36
PPE21	Rv1548c	PPE family protein PPE21	hypoxia_late:20%; human_sputum:12%	-0.0455	0.99997970359517	1687.56	1680	1622	1676	1730	1731	26.53	27.64
mmpL6	Rv1557	transmembrane transport protein MmpL6	hypoxia_late:15%; acidic_tyloxopol:12%	-0.0524	0.999988843954458	1697.29	1701	1570	1706	1747	1766	27.6	28.88
Rv1466	Rv1466	hypothetical protein	low_iron:19%; zinc_limitation:18%	-0.0405	0.999959015743718	1689.47	1550	1848	1665	1696	1695	324.28	335.56
fadE10	Rv0873	acyl-CoA dehydrogenase FadE10	acidic:9%	-0.0387	0.999934382029395	1704.08	1668	1873	1758	1658	1571	237.12	244.81
Rv0081	Rv0081	HTH-type transcriptional regulator	ctl_stationary:12%; hypoxia_fatty_acids:11%	-0.0476	0.999976626730309	1697.72	1718	1691	1769	1639	1673	173.9	180.66
Rv3220c	Rv3220c	two component sensor kinase	INDIGO_exponential:9%	-0.0382	0.999942507526698	1690.26	1588	1855	1707	1732	1577	506.21	522.92
Rv0523c	Rv0523c	hypothetical protein	hypoxia_late:13%	-0.0474	0.999980631271929	1687.66	1620	1731	1649	1692	1748	63.76	66.28
aofH	Rv3170	flavin-containing monoamine oxidase	hypoxia_late:15%	-0.0428	0.99996501114745	1688.7	1616	1775	1633	1705	1717	49.35	51.21
Rv0976c	Rv0976c	hypothetical protein	microaerophilic:58%; hypoxia_late:14%	-0.0472	0.999973294844237	1693.07	1742	1652	1704	1689	1679	36.86	38.36
Rv1156	Rv1156	hypothetical protein	microaerophilic:8%	-0.0411	0.99995394864514	1692.76	1650	1789	1731	1700	1597	521.24	539.53
Rv1144	Rv1144	oxidoreductase	nutrient_limitation:14%; PBS_RIF_DDmtb:14%; butyrate:10%	-0.0383	0.999929131317594	1690.52	1538	1893	1679	1682	1670	206.81	213.59
Rv0697	Rv0697	dehydrogenase	acidic:18%; hypoxia_late:11%	-0.0456	0.999977305175853	1668.89	1564	1579	1732	1785	1690	75.53	78.61
Rv0825c	Rv0825c	hypothetical protein	ctl_stationary:10%	-0.0497	0.999981673274727	1680.56	1602	1714	1609	1709	1772	34.73	36.23
Rv2569c	Rv2569c	hypothetical protein	hypoxia_late:21%	-0.0533	0.999979841894193	1710.49	1879	1645	1654	1656	1724	25.54	26.68
Rv2129c	Rv2129c	oxidoreductase	high_iron:9%	-0.0384	0.99993040940941	1686.34	1529	1861	1692	1701	1657	183.19	189.25
Rv3329	Rv3329	aminotransferase	hypoxia_late:11%	-0.0449	0.999955882620272	1700.67	1784	1768	1767	1596	1594	105.35	109.21
nuoD	Rv3148	NADH-quinone oxidoreductase subunit D	high_iron:14%; tyloxopol:12%; INDIGO_exponential:10%; butyrate_plus_glucose:10%	-0.0412	0.999951341276149	1678.67	1659	1738	1683	1738	1578	512.98	531.22
MT3322	MT3322	hypothetical protein	high_iron:11%	-0.0397	0.999922729952306	1681.77	1517	1884	1698	1665	1655	559.11	577.77
ugpC	Rv2832c	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	PBS_RIF_DDmtb:18%; hypoxia_late:16%	-0.0448	0.999960285156087	1677.06	1645	1736	1669	1667	1669	72.98	75.74
Rv2425c	Rv2425c	hypothetical protein	hypoxia_late:14%	-0.044	0.999939646837561	1694.41	1767	1802	1694	1632	1582	128.12	132.89
lipT	Rv2045c	carboxylesterase LipT	hypoxia_late:8%	-0.0432	0.999952789323096	1674.46	1630	1767	1664	1671	1642	75.74	78.58
glyV	Rvnt27	tRNA-Gly	hypoxia_late:20%; human_sputum:11%	-0.0635	0.999995729969667	1665.83	1707	1466	1498	1811	1867	40.56	42.89
bioA	Rv1568	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	hypoxia_late:20%	-0.0483	0.999972990262783	1665	1661	1610	1764	1645	1647	60.44	62.79
Rv3224B	Rv3224B	conserved hypothetical protein	high_iron:11%	-0.0401	0.999920642755557	1676.33	1505	1876	1691	1655	1665	555.52	574.22
gmhB	Rv0114	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase	human_sputum:8%	-0.0471	0.999963296354192	1662.55	1590	1740	1627	1649	1709	69.51	72.23
deoD	Rv3307	purine nucleoside phosphorylase	hypoxia_late:12%	-0.0433	0.999933765280512	1676.98	1729	1758	1721	1612	1569	267.56	277.07
glyA2	Rv0070c	serine hydroxymethyltransferase	hypoxia_late:13%; acidic_tyloxopol:11%	-0.0522	0.999973449503191	1669.75	1748	1597	1621	1686	1699	25.5	26.69
uspC	Rv2318	sugar ABC transporter substrate-binding lipoprotein UspC	hypoxia_late:25%; ctl_stationary:11%	-0.054	0.999987174802686	1650.86	1599	1541	1699	1697	1722	11.72	12.28
Rv0161	Rv0161	oxidoreductase	hypoxia_late:31%	-0.0521	0.999968219770227	1677.71	1698	1732	1734	1586	1641	26.09	27.22
phoT	Rv0820	phosphate ABC transporter ATP-binding protein PhoT	nutrient_limitation:12%	-0.0412	0.999931631318081	1657.48	1539	1807	1655	1666	1626	235.59	243.97
Rv2049c	Rv2049c	hypothetical protein	hypoxia_late:11%	-0.0536	0.999967515395716	1688.04	1818	1689	1685	1600	1652	171.91	179.32
MT3024	MT3024	hypothetical protein	hypoxia_late:11%; INDIGO_exponential:11%	-0.0553	0.999977215011541	1670.17	1792	1542	1596	1698	1729	84.55	88.58
whiB5	Rv0022c	transcriptional regulator WhiB5	hypoxia_late:32%; ctl_stationary:18%; PBS_RIF_DDmtb:16%	-0.0679	0.999997538194367	1644.83	1625	1468	1593	1846	1704	6.09	6.5
Rv2658c	Rv2658c	prophage protein	ctl_stationary:18%; hypoxia_fatty_acids:17%; hypoxia_late:12%	-0.0663	0.999991817619078	1679.27	1815	1464	1678	1731	1719	32.76	34.56
Rv3479	Rv3479	transmembrane protein	acidic_tyloxopol:13%; butyrate_plus_glucose:13%	-0.0398	0.999898546552181	1656.83	1528	1813	1671	1712	1568	148.92	154.09
yrbE1A	Rv0167	membrane protein	acidic:13%; acidic_tyloxopol:12%; butyrate_plus_glucose:11%	-0.042	0.999912266578096	1663.56	1647	1822	1711	1618	1527	630.37	652.4
Rv3335c	Rv3335c	integral membrane protein	hypoxia_late:13%	-0.0493	0.99994571316173	1679.24	1849	1663	1646	1663	1581	185.66	193.45
accD2	Rv0974c	acetyl-/propionyl-CoA carboxylase subunit beta	microaerophilic:63%	-0.0528	0.999979967236217	1647.44	1667	1502	1644	1728	1701	26.32	27.59
Rv1410c	Rv1410c	aminoglycosides/tetracycline-transport integral membrane protein	zinc_limitation:10%	-0.0388	0.999880568582877	1654.21	1507	1834	1660	1717	1563	826.61	854.26
lppF	Rv1921c	lipoprotein LppF	hypoxia_late:14%; acidic_tyloxopol:11%	-0.0555	0.999982697242661	1652.53	1670	1545	1675	1677	1698	16.09	16.87
Rv0140	Rv0140	hypothetical protein	hypoxia_fatty_acids:16%; butyrate:11%	-0.0499	0.999957621022822	1668.08	1709	1696	1636	1646	1654	156.42	162.95
lpqL	Rv0418	lipoprotein aminopeptidase LpqL	tyloxopol:9%	-0.0402	0.999896007302058	1651.18	1540	1865	1689	1607	1565	175.29	181.21
PPE25	Rv1787	PPE family protein PPE25	hypoxia_late:21%; human_sputum:10%	-0.0488	0.99995566627061	1658.48	1618	1745	1629	1631	1671	46.92	48.87
betP	Rv0917	glycine betaine transport integral membrane protein BetP	hypoxia_late:20%; ctl_stationary:12%	-0.0469	0.999945032818085	1656.55	1631	1766	1622	1621	1645	34.53	35.93
fadD17	Rv3506	long-chain-fatty-acid--CoA ligase FadD17	hypoxia_late:27%; ctl_stationary:13%; human_sputum:11%	-0.055	0.999971748387917	1662.83	1677	1712	1623	1628	1675	10.74	11.27
moxR3	Rv3164c	methanol dehydrogenase transcriptional regulator MoxR	hypoxia_late:18%	-0.0465	0.999956175013651	1640.59	1484	1723	1616	1668	1718	42.61	44.3
Rv3237c	Rv3237c	hypothetical protein	acidic:16%	-0.0502	0.999960454431873	1656.26	1713	1612	1591	1674	1693	104.12	108.6
accD3	Rv0904c	acetyl-CoAcarboxylase carboxyl transferase subunit beta	hypoxia_late:24%	-0.0472	0.999956156661143	1640.85	1547	1724	1722	1597	1618	48.53	50.42
Rv1747	Rv1747	ABC transporter ATP-binding protein/permease	tyloxopol:9%	-0.0386	0.999842807051859	1645.45	1513	1864	1653	1676	1533	249.51	257.76
MT2138.1	MT2138.1	hypothetical protein	hypoxia_late:27%; PBS_RIF_DDmtb:17%; ctl_stationary:14%	-0.0772	0.999999289326477	1638.82	1813	1079	1771	1746	1859	13.56	14.46
Rv2407	Rv2407	ribonuclease Z	hypoxia_late:29%; PBS_RIF_DDmtb:13%; ctl_stationary:12%; human_sputum:11%	-0.0617	0.999981027811373	1668.7	1780	1629	1624	1635	1678	13.51	14.23
Rv0293c	Rv0293c	hypothetical protein	low_iron:11%	-0.0417	0.999908454465338	1640.79	1524	1811	1659	1641	1576	182.91	189.47
vapB46	Rv3385c	antitoxin VapB46	cholesterol:8%	-0.0503	0.999942642242991	1668.74	1814	1674	1718	1577	1567	337.82	351.39
ctaD	Rv3043c	cytochrome C oxidase cytochrome 1	tyloxopol:14%	-0.0438	0.999907819113087	1656.2	1627	1821	1741	1585	1516	307.8	318.82
MT2941	MT2941	hypothetical protein	PBS_RIF_DDmtb:74%	-0.071	0.999996972305119	1628.66	1706	1305	1519	1806	1839	13.74	14.63
Rv3058c	Rv3058c	TetR family transcriptional regulator	human_sputum:10%	-0.0544	0.999967902129104	1647.51	1689	1631	1647	1615	1656	48.32	50.5
wbbL2	Rv1525	rhamnosyl transferase WbbL	microaerophilic:14%; hypoxia_late:13%	-0.0469	0.999936616710296	1637.57	1578	1762	1595	1625	1631	90.44	94.01
Rv0394c	Rv0394c	hypothetical protein	human_sputum:11%	-0.0502	0.999944613231521	1648.6	1693	1708	1697	1557	1591	95.63	99.5
MT0895	MT0895	hypothetical protein	hypoxia_late:13%	-0.0675	0.99999606870418	1608.9	1548	1381	1555	1769	1811	16.27	17.25
atsB	Rv3299c	arylsulfatase AtsB	hypoxia_late:10%	-0.0412	0.999876195958748	1628.56	1520	1794	1658	1636	1542	146.83	151.94
Rv3440c	Rv3440c	hypothetical protein	hypoxia_late:16%	-0.0513	0.999962549984355	1628.09	1585	1607	1559	1684	1708	123.53	128.98
Rv1272c	Rv1272c	drug ABC transporter ATP-binding protein	INDIGO_exponential:8%	-0.0443	0.999915529506921	1636.09	1601	1743	1632	1637	1570	112.26	116.55
MT2558	MT2558	hypothetical protein	microaerophilic:13%; ctl_stationary:11%; acidic:11%; butyrate:11%	-0.0636	0.999989495293097	1630.83	1662	1462	1549	1722	1769	46.3	48.86
MT1560.1	MT1560.1	hypothetical protein	acidic_tyloxopol:10%	-0.0574	0.999963280453945	1660.89	1811	1643	1684	1549	1623	78.2	81.8
fhaA	Rv0020c	FHA domain-containing protein FhaA	human_sputum:8%	-0.0397	0.999820122244835	1629.93	1497	1842	1650	1652	1520	822.34	849.96
Rv2313c	Rv2313c	hypothetical protein	acidic:10%	-0.0458	0.99992410229382	1628.51	1600	1713	1604	1629	1598	157.79	164
phoH2	Rv1095	phosphate starvation-inducible protein PsiH	high_iron:10%	-0.0473	0.999949309772847	1618.3	1556	1605	1666	1723	1545	1266.35	1317.5
Rv0940c	Rv0940c	oxidoreductase	microaerophilic:20%	-0.0466	0.999937697775516	1624.54	1492	1694	1600	1675	1666	82.3	85.63
Rv2369c	Rv2369c	hypothetical protein	acidic_tyloxopol:18%; butyrate:12%	-0.0547	0.999963428075176	1636.18	1672	1633	1550	1622	1706	74.62	78.02
Rv0263c	Rv0263c	hypothetical protein	butyrate:12%	-0.0488	0.999950940534534	1621.35	1603	1598	1631	1648	1627	91.19	94.92
fadE36	Rv3761c	acyl-CoA dehydrogenase FadE36	hypoxia_late:10%	-0.0524	0.999929326566024	1656.85	1820	1698	1673	1535	1566	62.06	64.69
glyA1	Rv1093	serine hydroxymethyltransferase	hypoxia_rar:9%	-0.042	0.999853032831462	1623.58	1523	1846	1656	1594	1510	272.85	282.43
Rv3233c	Rv3233c	conserved hypothetical protein	high_iron:9%	-0.0531	0.999959114623338	1624.58	1613	1573	1602	1660	1676	89.41	93.48
Rv2806	Rv2806	membrane protein	hypoxia_late:16%; ctl_stationary:11%	-0.0638	0.999989997154324	1607.95	1608	1402	1477	1768	1804	40.64	42.92
Rv0966c	Rv0966c	hypothetical protein	tyloxopol:9%	-0.0511	0.999930438473807	1640.34	1687	1733	1682	1551	1553	161.04	167.66
Rv1104	Rv1104	para-nitrobenzyl esterase	hypoxia_late:9%	-0.0535	0.999962631042967	1614.88	1604	1549	1725	1593	1606	94.11	98.1
Rv2536	Rv2536	transmembrane protein	human_sputum:8%	-0.0436	0.999866244969625	1621.32	1542	1835	1668	1559	1513	350.37	362.97
PE23	Rv2328	PE family protein PE23	PBS_RIF_DDmtb:15%	-0.0506	0.999941732594942	1625.58	1636	1639	1613	1627	1613	73.8	77.02
Rv2146c	Rv2146c	transmembrane protein	acidic:8%	-0.0556	0.999958153412894	1627.85	1711	1534	1615	1670	1612	243.04	254.47
MT0762.1	MT0762.1	hypothetical protein	hypoxia_late:48%; PBS_RIF_DDmtb:11%	-0.0751	0.999997902204507	1598.46	1768	1253	1275	1859	1904	6.25	6.78
priA	Rv1402	primosomal protein N'	hypoxia_late:31%	-0.0486	0.999935485766151	1602.97	1559	1606	1640	1651	1560	84.51	88.05
MT0694	MT0694	hypothetical protein	human_sputum:16%; hypoxia_late:11%; ctl_stationary:10%	-0.0647	0.999990523523559	1589.24	1597	1301	1533	1748	1792	35.95	38
eccB3	Rv0283	ESX-3 secretion system protein EccB3	microaerophilic:45%; zinc_limitation:15%	-0.0488	0.999912105578088	1613.58	1690	1585	1638	1650	1508	675.58	703.35
Rv3635	Rv3635	transmembrane protein	hypoxia_late:22%; PBS_RIF_DDmtb:10%	-0.0502	0.999928411999415	1608.43	1553	1725	1611	1566	1590	30.51	31.81
Rv3213c	Rv3213c	SOJ/ParA-like protein	ctl_exponential:12%	-0.0484	0.999856581960554	1627.71	1697	1761	1686	1541	1463	782.74	813.16
fecB	Rv3044	FeIII-dicitrate-binding periplasmic lipoprotein	tyloxopol:8%	-0.0453	0.999862827517804	1604.02	1512	1776	1688	1550	1503	244.91	253.96
Rv1508A	Rv1508A	hypothetical protein	human_sputum:14%; ctl_stationary:12%	-0.0571	0.999968233383348	1600.12	1487	1623	1565	1614	1716	51.97	54.45
Rv0560c	Rv0560c	benzoquinone methyltransferase	hypoxia_fatty_acids:90%	-0.0532	0.999944564476371	1608.47	1537	1679	1618	1590	1620	65.76	68.66
MT1266	MT1266	hypothetical protein	PBS_RIF_DDmtb:12%	-0.0494	0.999912202497148	1608.44	1426	1681	1524	1683	1739	171.9	179.01
Rv3224A	Rv3224A	conserved hypothetical protein	tyloxopol:11%; high_iron:11%	-0.0482	0.999904075126899	1605.26	1551	1716	1661	1552	1550	632.26	656.83
cysD	Rv1285	sulfate adenylyltransferase subunit 2	hypoxia_fatty_acids:28%; nutrient_limitation:16%; acidic_tyloxopol:12%	-0.0582	0.999949625026723	1628.35	1821	1539	1610	1571	1608	39.45	41.33
mmaA3	Rv0643c	methoxy mycolic acid synthase MmaA3	acidic_tyloxopol:9%	-0.0527	0.999917750130203	1623.18	1679	1673	1716	1521	1532	153.17	159.59
MTS1180	MTS1180	small intergenic RNA	acidic_tyloxopol:10%	-0.0589	0.999954504562527	1626.32	1712	1625	1652	1543	1602	87.79	91.93
Rv1291c	Rv1291c	hypothetical protein	hypoxia_late:40%; ctl_stationary:11%	-0.0829	0.999995499502276	1646.88	1952	1341	1648	1536	1791	7.38	7.99
Rv2663	Rv2663	hypothetical protein	ctl_stationary:16%	-0.0623	0.999974360951366	1604.13	1582	1569	1581	1605	1685	51.46	54.06
amiA1	Rv3305c	N-acyl-L-amino acid amidohydrolase AmiA	high_iron:9%	-0.0435	0.999781567569151	1601.78	1461	1759	1607	1616	1573	155.73	161.55
MT0450	MT0450	hypothetical protein	human_sputum:13%	-0.0584	0.99995773310241	1606.14	1692	1507	1531	1661	1644	260.56	273.44
ephD	Rv2214c	oxidoreductase EphD	zinc_limitation:12%	-0.0417	0.999701259428318	1598.07	1477	1831	1614	1602	1479	286.49	296.54
Rv2302	Rv2302	hypothetical protein	acidic:9%	-0.056	0.999933518352221	1615.95	1773	1562	1667	1544	1540	342.22	357.16
Rv1669	Rv1669	hypothetical protein	hypoxia_late:35%; ctl_stationary:13%; human_sputum:11%	-0.0706	0.999992858047887	1581.08	1541	1479	1358	1775	1774	5.9	6.34
Rv0690c	Rv0690c	hypothetical protein	high_iron:9%	-0.0476	0.99988151715459	1588.02	1521	1687	1606	1603	1526	289.16	300.87
ctaB	Rv1451	protoheme IX farnesyltransferase	INDIGO_exponential:9%	-0.0466	0.999800989240043	1596.69	1575	1784	1639	1546	1449	408.3	423.93
Rv0801	Rv0801	hypothetical protein	ctl_exponential:10%	-0.0563	0.999946945880796	1593.05	1491	1537	1715	1589	1638	99.79	104.21
Rv1751	Rv1751	oxidoreductase	high_iron:11%; ctl_exponential:10%	-0.0442	0.99978316856279	1581.69	1502	1787	1625	1579	1427	570.21	591.15
metV	Rvnt24	tRNA-Met	tyloxopol:21%; hypoxia_late:12%	-0.0756	0.999991548282861	1597.2	1759	1304	1566	1619	1761	44.66	47.51
lppN	Rv2270	lipoprotein LppN	hypoxia_late:31%; ctl_stationary:12%	-0.0777	0.999993267418688	1595.05	1675	1375	1503	1673	1765	5.83	6.3
lipG	Rv0646c	lipase/esterase LipG	tyloxopol:10%	-0.0481	0.999805744523082	1587.81	1568	1747	1608	1529	1493	183.82	191.05
MT1218	MT1218	mycocerosic acid synthase	acidic:18%; acidic_tyloxopol:14%	-0.0424	0.999635461089111	1584.88	1466	1812	1599	1601	1459	200.55	207.75
PPE49	Rv3125c	PPE family protein PPE49	hypoxia_late:18%; human_sputum:13%	-0.052	0.99991696723667	1580.83	1439	1641	1542	1604	1684	26.02	27.19
moaD2	Rv0868c	cyclic pyranopterin monophosphate synthase	human_sputum:9%	-0.0539	0.999942078071621	1576.52	1504	1588	1635	1578	1579	207.78	216.8
