GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_DMSO_RIF
nirB	Rv0252	nitrite reductase large subunit NirB	nutrient_limitation:18%; hypoxia_late:14%; hypoxia_rar:12%; hypoxia_hypoxic:12%	0.0264	0.999999922049096	2284.55	2202	2559	2278	2038	2362	39.97	38.55
Rv3174	Rv3174	short-chain dehydrogenase/reductase	butyrate:29%; hypoxia_late:12%	0.032	0.999999999999651	2175.57	2415	1872	2527	1820	2292	7.42	7.09
Rv3402c	Rv3402c	hypothetical protein	low_iron:42%; hypoxia_hypoxic:10%	0.034	0.999999999999376	2199.3	2289	2321	2262	1874	2267	40.68	39.05
proU	Rvnt26	tRNA-Pro	human_sputum:8%	0.0201	0.999999999999746	2122.94	2462	1621	2747	1743	2147	63.55	62.45
Rv3035	Rv3035	hypothetical protein	hypoxia_late:13%	0.0352	0.999999997582459	2259.3	2431	2531	2174	1945	2239	186.18	178.52
Rv3552	Rv3552	CoA-transferase subunit beta	human_sputum:38%	0.0292	0.999999995386573	2226.31	2209	2102	2442	2151	2235	43.71	41.99
eccC3	Rv0284	ESX-3 secretion system protein EccC3	microaerophilic:32%; zinc_limitation:13%; low_iron:11%	0.0221	0.999999166891465	2413.27	2420	2672	2293	2173	2524	352.3	341.09
espK	Rv3879c	ESX-1 secretion-associated protein EspK	PBS_RIF_DDmtb:10%	0.0358	0.999999999886731	2247.14	2319	2552	2220	1919	2249	392.2	376.02
eccC2	Rv3894c	ESX-2 type VII secretion system protein EccC	hypoxia_late:11%	0.0241	0.999999620369069	2358.88	2359	2603	2280	2110	2457	97.59	94.33
trpE	Rv1609	anthranilate synthase component I	zinc_limitation:8%	0.0139	0.999997022536234	2453.8	2225	2680	2309	2415	2657	219.62	213.93
MT3449.2	MT3449.2	hypothetical protein	hypoxia_late:40%; ctl_stationary:12%	0.0322	0.999999999999755	2181.97	2699	1833	2576	1692	2200	24.21	23.43
Rv1531	Rv1531	hypothetical protein	human_sputum:10%	0.0333	0.999999999999478	2201	2228	2292	2315	1914	2269	94.78	91.05
Rv3055	Rv3055	TetR family transcriptional regulator	hypoxia_late:15%	0.0323	0.999999999998867	2197.95	2368	2104	2356	1903	2277	30.51	29.31
Rv2434c	Rv2434c	transmembrane protein	hypoxia_late:17%	0.0227	0.999999841872238	2305.3	2288	2533	2253	2075	2390	47.52	45.98
Rv3747	Rv3747	hypothetical protein	ctl_exponential:16%	0.0252	0.999999884879347	2305.13	2366	2306	2372	2086	2403	517.56	500.33
Rv1433	Rv1433	hypothetical protein	tyloxopol:10%	0.0263	0.999999795327086	2334.31	2363	2561	2276	2069	2417	316.98	305.97
xerD	Rv1701	tyrosine recombinase XerD	hypoxia_late:11%	0.0201	0.999999489519644	2363.1	2413	2461	2312	2174	2462	207.29	201.22
Rv0540	Rv0540	hypothetical protein	hypoxia_late:28%	0.0328	0.999999998794218	2242.02	2400	2303	2319	1965	2236	53.53	51.43
cyp137	Rv3685c	cytochrome P450 Cyp137	PBS_RIF_DDmtb:11%	0.0273	0.999999789729389	2351.54	2439	2641	2234	2064	2400	144.44	139.28
MT3520	MT3520	hypothetical protein	acidic_tyloxopol:17%; butyrate_plus_glucose:14%; tyloxopol:14%; butyrate:14%; low_iron:13%	0.0323	0.999999999999084	2202.68	2432	2133	2362	1872	2237	171.5	165.22
Rv2508c	Rv2508c	integral membrane protein	human_sputum:12%	0.0288	0.9999999419806	2306.8	2475	2487	2221	2018	2350	66.16	63.72
Rv2730	Rv2730	hypothetical protein	hypoxia_late:13%; ctl_stationary:13%	0.0285	0.999999999999412	2177.73	2166	1986	2512	1938	2312	65.71	63.08
Rv2807	Rv2807	hypothetical protein	hypoxia_late:37%; ctl_stationary:12%; human_sputum:11%	0.0289	0.999999999999161	2184.27	2307	2002	2496	1831	2319	4.73	4.5
Rv3669	Rv3669	transmembrane protein	tyloxopol:15%	0.02	0.999999446986739	2375.94	2271	2604	2329	2200	2487	259.66	251.77
Rv3837c	Rv3837c	phosphoglycerate mutase	hypoxia_fatty_acids:15%; ctl_stationary:14%; microaerophilic:10%	0.0231	0.99999940016263	2407.55	2451	2677	2282	2161	2483	363.05	351.23
Rv3312A	Rv3312A	pilin	butyrate:14%; acidic_tyloxopol:14%; butyrate_plus_glucose:12%	0.0215	0.999999998965626	2185.37	2207	2001	2507	1948	2287	156.96	152.85
Rv2369c	Rv2369c	hypothetical protein	acidic_tyloxopol:18%; butyrate:12%	0.0298	0.999999987106598	2270.32	2388	2256	2349	2017	2352	74.41	71.53
mpt70	Rv2875	major secreted immunogenic protein Mpt70	PBS_RIF_DDmtb:79%	0.0342	0.999999999994218	2227.33	2286	2545	2163	1940	2224	54.64	52.36
Rv1830	Rv1830	HTH-type transcriptional regulator	INDIGO_exponential:9%	0.0174	0.999999221339964	2385.04	2325	2417	2384	2259	2545	491.65	477.87
Rv2265	Rv2265	integral membrane protein	hypoxia_late:41%; ctl_stationary:10%	0.027	0.999999999996848	2183.95	2091	2078	2470	1956	2345	19.21	18.45
lpqA	Rv3016	lipoprotein LpqA	zinc_limitation:15%	0.0273	0.999999998619158	2220.51	2376	2185	2419	1851	2296	70.65	68.39
hemB	Rv0512	delta-aminolevulinic acid dehydratase	high_iron:13%	0.0166	0.999998937155602	2416.93	2470	2467	2332	2271	2550	404.28	393.34
Rv0927c	Rv0927c	oxidoreductase	hypoxia_late:30%	0.0328	0.999999999997143	2219.07	2191	2373	2326	1929	2291	67.6	64.86
Rv1453	Rv1453	transcriptional activator protein	hypoxia_late:16%	0.0195	0.999999647942304	2348.83	2348	2502	2303	2154	2445	70.85	68.76
kshB	Rv3571	3-ketosteroid-9-alpha-hydroxylase reductase subunit	hypoxia_fatty_acids:28%; hypoxia_late:12%; ctl_stationary:11%	0.0331	0.999999998736073	2272.79	2391	2439	2286	1987	2275	38.57	36.95
Rv1458c	Rv1458c	antibiotic ABC transporter ATP-binding protein	hypoxia_late:10%	0.0217	0.999999897186855	2298.67	2333	2310	2371	2090	2396	99.99	96.94
lpqO	Rv0604	lipoprotein LpqO	hypoxia_late:26%	0.0246	0.999999913690816	2307.78	2299	2419	2364	2068	2398	86.09	83.13
purL	Rv0803	phosphoribosylformylglycinamidine synthase 2	zinc_limitation:10%	0.0147	0.999999064763779	2397.48	2279	2425	2405	2309	2575	177.98	173.4
ilvA	Rv1559	threonine dehydratase IlvA	zinc_limitation:9%	0.0137	0.99999827956352	2443.87	2342	2495	2374	2384	2630	349.18	340.35
caeA	Rv2224c	carboxylesterase A	zinc_limitation:10%	0.0174	0.99999950069252	2360.92	2373	2360	2383	2205	2488	216.97	211.07
ureG	Rv1852	urease accessory protein UreG	hypoxia_late:20%	0.0359	0.999999999995599	2252.39	2409	2464	2222	1955	2230	81.04	77.56
murG	Rv2153c	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide)	microaerophilic:18%; hypoxia_late:13%	0.0318	0.999999992600956	2284.09	2336	2463	2350	1962	2326	308.55	296.54
pncB1	Rv1330c	nicotinic acid phosphoribosyltransferase PncB1	hypoxia_late:25%	0.0386	0.999999998374965	2316.77	2629	2624	2236	1917	2218	53.78	51.32
PE_PGRS35	Rv1983	PE-PGRS family protein PE_PGRS35	hypoxia_late:15%	0.0347	0.999999999522039	2281.31	2402	2540	2273	1927	2288	94.42	90.52
Rv2164c	Rv2164c	hypothetical protein	microaerophilic:20%	0.0139	0.999997635837538	2480.98	2354	2656	2336	2417	2652	258.28	251.59
Rv0955	Rv0955	integral membrane protein	ctl_exponential:8%	0.0325	0.999999974106188	2321.3	2511	2607	2209	1974	2333	310.96	298.81
rpoZ	Rv1390	DNA-directed RNA polymerase subunit omega	microaerophilic:10%	0.0061	0.999999994227092	2141.72	1959	1612	2749	2089	2386	936.4	920.58
udgB	Rv1259	uracil DNA glycosylase	hypoxia_late:34%	0.0348	0.999999999999652	2227.49	2261	2391	2327	1909	2266	41.11	39.34
purE	Rv3275c	N5-carboxyaminoimidazole ribonucleotide mutase	hypoxia_late:14%	0.013	0.99999854461233	2435.76	2259	2613	2354	2367	2596	269.44	262.75
Rv1276c	Rv1276c	hypothetical protein	hypoxia_late:22%	0.0269	0.999999977840325	2283.08	2264	2342	2394	2054	2370	67.2	64.67
cfp6	Rv3004	low molecular weight protein antigen 6	butyrate_plus_glucose:9%	0.0171	0.999999972597465	2225.29	2184	2003	2534	2045	2383	241.91	235.89
nusA	Rv2841c	transcription termination/antitermination protein NusA	PBS_RIF_DDmtb:9%	0.0122	0.999998175948628	2449.41	2292	2538	2379	2422	2623	267.45	261.03
Rv0790c	Rv0790c	hypothetical protein	hypoxia_fatty_acids:56%	0.0232	0.999999999210147	2216.39	2429	2105	2469	1830	2281	35.16	34.17
cyp141	Rv3121	cytochrome P450 Cyp141	hypoxia_late:11%	0.0125	0.99999999847949	2164.9	2051	1796	2687	2016	2327	82.93	81.26
snoP	Rv2604c	glutamine amidotransferase SnoP	hypoxia_late:10%	0.0186	0.999999004885177	2442.02	2506	2666	2289	2256	2505	242.65	235.54
PPE30	Rv1802	PPE family protein PPE30	hypoxia_late:30%	0.0273	0.999999952971629	2320.05	2401	2614	2237	2007	2363	26.56	25.56
murI	Rv1338	glutamate racemase	high_iron:9%	0.0178	0.999999971831966	2241.89	2276	1953	2554	2074	2378	180.81	176.14
Rv2047c	Rv2047c	hypothetical protein	hypoxia_late:15%	0.0241	0.999999690923608	2402.5	2424	2708	2322	2114	2464	101.09	97.67
Rv2513	Rv2513	hypothetical protein	nutrient_limitation:9%	0.0091	0.999999997729978	2159.05	2047	1701	2730	2027	2359	141.32	138.94
Rv2739c	Rv2739c	transferase	hypoxia_late:28%	0.0213	0.999999704419076	2375.88	2331	2565	2373	2162	2458	132.49	128.32
ppnK	Rv1695	inorganic polyphosphate/ATP-NAD kinase	acidic:9%	0.0194	0.999999018504385	2453.8	2468	2709	2320	2255	2530	250.44	242.91
Rv2209	Rv2209	integral membrane protein	PBS_RIF_DDmtb:8%	0.0146	0.999998623130864	2456.71	2457	2579	2344	2341	2568	122.15	119
MT1578.1	MT1578.1	hypothetical protein	human_sputum:21%; hypoxia_late:12%; hypoxia_hypoxic:10%	0.0286	0.999999999999708	2211.34	2570	1954	2565	1741	2290	32.62	31.65
Rv0147	Rv0147	aldehyde dehydrogenase	PBS_RIF_DDmtb:11%	0.0169	0.999998083784865	2500.15	2502	2717	2333	2327	2634	353.9	343.93
hisH	Rv1602	imidazole glycerol phosphate synthase subunit HisH	microaerophilic:39%	0.018	0.999999461713842	2410.07	2371	2592	2366	2219	2511	213.14	206.93
Rv2307c	Rv2307c	hypothetical protein	hypoxia_late:23%	0.032	0.999999999996953	2242.36	2231	2444	2340	1920	2295	54.64	52.45
Rv3750c	Rv3750c	excisionase	acidic_tyloxopol:16%; ctl_exponential:11%	0.0158	0.999999328983491	2415.64	2405	2567	2355	2245	2513	287.42	279.81
MT3573.10	MT3573.10	hypothetical protein	microaerophilic:26%; hypoxia_late:19%; cholesterol:10%	0.0307	0.999999999995506	2247.35	2610	2029	2398	1907	2329	53.31	51.34
PE8	Rv1040c	PE family protein PE8	hypoxia_late:45%; human_sputum:12%	0.0245	0.999999989112661	2273.35	2478	1991	2479	2298	2141	9.82	9.38
birA	Rv3279c	bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase	hypoxia_late:13%	0.0169	0.999999627439891	2369.15	2263	2384	2422	2301	2479	84.57	82.12
PE_PGRS51	Rv3367	PE-PGRS family protein PE_PGRS51	microaerophilic:27%; hypoxia_late:16%	0.0237	0.999999783196916	2387.68	2365	2652	2358	2148	2429	87.37	84.43
Rv1369c	Rv1369c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.035	0.999999999986916	2297.55	2585	2599	2295	1898	2150	11.61	11.1
dapA	Rv2753c	4-hydroxy-tetrahydrodipicolinate synthase	zinc_limitation:9%	0.0182	0.999998732587561	2495.02	2458	2765	2360	2304	2602	562.49	546.05
pyrB	Rv1380	aspartate carbamoyltransferase	hypoxia_late:18%; zinc_limitation:10%	0.0186	0.99999987402124	2327.56	2375	2309	2426	2116	2419	57.67	56.05
gatA	Rv3011c	glutamyl-tRNA(GLN) amidotransferase subunit A	hypoxia_late:24%	0.0279	0.999999947442747	2352.74	2408	2595	2367	2042	2369	133.24	128.33
Rv3827c	Rv3827c	transposase	zinc_limitation:25%	0.0181	0.999998972943368	2471.81	2423	2721	2365	2273	2590	323.97	314.51
Rv2554c	Rv2554c	Holliday junction resolvase	microaerophilic:37%	0.0152	0.999999010499896	2446.72	2438	2519	2389	2315	2577	422.07	410.89
ilvN	Rv3002c	acetolactate synthase small subunit	hypoxia_rar:11%	0.0148	0.999999989043916	2219.57	2239	1846	2630	2056	2367	222.23	217.19
MT0407	MT0407	hypothetical protein	hypoxia_late:34%	0.0273	0.999999983194199	2311.11	2453	2597	2204	1994	2331	54.34	52.4
Rv0102	Rv0102	integral membrane protein	zinc_limitation:8%	0.0106	0.999997877006158	2488.98	2360	2573	2400	2459	2659	147.29	143.89
Rv3380c	Rv3380c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.0348	0.999999999986986	2304.51	2604	2608	2297	1902	2152	11.6	11.09
Rv0139	Rv0139	oxidoreductase	hypoxia_late:10%	0.0185	0.999999896536924	2323.13	2441	2214	2451	2111	2409	150.08	146
Rv2719c	Rv2719c	membrane protein	zinc_limitation:26%; hypoxia_late:16%	0.0231	0.999999763251864	2411.25	2579	2459	2392	2186	2449	240.53	232.64
manA	Rv3255c	mannose-6-phosphate isomerase	high_iron:8%	0.0176	0.999999111543127	2466.94	2412	2689	2385	2287	2572	205.64	199.67
Rv1216c	Rv1216c	integral membrane protein	cholesterol:14%	0.0288	0.999999979559035	2334.3	2525	2590	2246	1996	2339	84.83	81.71
leuB	Rv2995c	3-isopropylmalate dehydrogenase	zinc_limitation:13%	0.0236	0.999999603467711	2449.54	2545	2753	2343	2143	2485	468.36	452.87
pheS	Rv1649	phenylalanine--tRNA ligase subunit alpha	hypoxia_late:10%	0.0132	0.999998366976855	2496.01	2390	2669	2381	2439	2608	174.24	169.81
Rv0791c	Rv0791c	hypothetical protein	hypoxia_fatty_acids:59%	0.0189	0.99999976586032	2383.4	2527	2458	2347	2125	2471	53.53	51.91
adk	Rv0733	adenylate kinase	ctl_exponential:10%; tyloxopol:10%	0.013	0.999999624869773	2369.32	2308	2257	2502	2260	2527	851.49	831.17
Rv1931c	Rv1931c	transcriptional regulator	hypoxia_late:32%; ctl_stationary:11%	0.0213	0.999999997818884	2252.64	2357	2087	2578	1928	2342	24.64	23.95
fadE27	Rv3505	acyl-CoA dehydrogenase FadE27	hypoxia_fatty_acids:14%; hypoxia_late:14%	0.0263	0.999999999868029	2271.25	2416	2344	2610	1844	2180	60.06	57.98
Rv1514c	Rv1514c	glycosyltransferase	hypoxia_late:16%	0.0247	0.999999913091302	2369.59	2519	2593	2314	2053	2388	87.89	84.9
Rv2413c	Rv2413c	hypothetical protein	acidic_tyloxopol:11%	0.0267	0.999999825735841	2429.92	2646	2725	2310	2077	2420	203.23	195.96
Rv2814c	Rv2814c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.0356	0.999999999999429	2298.47	2572	2577	2259	1875	2247	11.67	11.12
PE_PGRS45	Rv2615c	PE-PGRS family protein PE_PGRS45	hypoxia_late:23%	0.018	0.999998985285598	2496.75	2529	2778	2342	2303	2546	137.07	133.05
Rv3745c	Rv3745c	hypothetical protein	PBS_RIF_DDmtb:19%; nutrient_limitation:11%; ctl_stationary:10%	0.0302	0.999999999999598	2263.74	2593	2212	2443	1827	2282	24.15	23.26
MT3744	MT3744	hypothetical protein	hypoxia_late:33%; ctl_stationary:18%; PBS_RIF_DDmtb:15%	0.0302	0.999999999997165	2280.76	2652	1879	3258	1712	2069	2.49	2.27
Rv0397	Rv0397	hypothetical protein	hypoxia_late:36%	0.0315	0.999999999995292	2288.34	2491	2584	2164	1953	2278	57.83	55.56
wag22	Rv1759c	PE-PGRS family protein Wag22	hypoxia_late:49%	0.0265	0.999999990088594	2316.39	2303	2509	2421	2010	2355	17.51	16.83
infC	Rv1641	initiation factor IF-3	hypoxia_hypoxic:13%	0.0042	0.999999981385789	2196.16	1995	1706	2725	2194	2431	1767.28	1738.12
MT2417	MT2417	hypothetical protein	hypoxia_late:40%; ctl_stationary:15%	0.0443	0.999999999999502	2357.4	3224	2198	2285	2065	2103	7.03	6.36
Rv3272	Rv3272	hypothetical protein	PBS_RIF_DDmtb:14%	0.0132	0.999999671454067	2377.6	2352	2314	2486	2246	2495	122.6	119.7
Rv2100	Rv2100	hypothetical protein	hypoxia_late:16%	0.0119	0.999997949632675	2528.11	2407	2691	2415	2471	2664	144.05	140.49
Rv1756c	Rv1756c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.0333	0.999999999988959	2317.34	2608	2631	2328	1910	2151	11.61	11.11
Rv3691	Rv3691	hypothetical protein	hypoxia_late:13%	0.0195	0.999999755706807	2415.83	2425	2539	2432	2223	2466	94.81	91.87
rpsR2	Rv2055c	30S ribosomal protein S18	zinc_limitation:39%; human_sputum:19%	0.0181	0.999999947359695	2320.57	2386	2335	2434	2061	2397	107.71	104.8
Rv0648	Rv0648	alpha-mannosidase	hypoxia_late:54%	0.0331	0.99999999953283	2329.9	2586	2618	2480	1778	2243	9.53	9.09
hsp	Rv0251c	heat shock protein	hypoxia_fatty_acids:57%; ctl_stationary:11%	0.0297	0.99999999437684	2329.51	2396	2541	2395	2022	2310	133.19	128.03
Rv0940c	Rv0940c	oxidoreductase	microaerophilic:20%	0.0148	0.999999906072693	2322.23	2312	2163	2543	2153	2453	76.14	74.26
Rv2306B	Rv2306B	conserved membrane protein	hypoxia_late:18%	0.0327	0.999999999998386	2291.87	2414	2442	2402	1921	2302	66.45	63.65
yrbE4B	Rv3500c	integral membrane protein	hypoxia_late:15%	0.0356	0.999999999996843	2320.17	2549	2638	2321	1916	2213	122.28	117.07
sucD	Rv0952	succinyl-CoA ligase subunit alpha	zinc_limitation:11%; hypoxia_rar:10%; hypoxia_hypoxic:10%	0.0094	0.999999493905513	2394.87	2274	2218	2546	2349	2599	654.84	640.8
corA	Rv1239c	magnesium and cobalt transport transmembrane protein CorA	zinc_limitation:14%; PBS_RIF_DDmtb:11%	0.0136	0.999999264006696	2452.96	2355	2650	2401	2312	2555	74.04	72.09
Rv2479c	Rv2479c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.0333	0.999999999972644	2330.76	2639	2673	2341	1959	2086	11.57	11.09
mcr5	Rvnc0012	fragment of putative small regulatory RNA	acidic_tyloxopol:15%; butyrate:12%; butyrate_plus_glucose:11%	0.0357	0.999999999983665	2345.83	2715	2482	2245	1923	2402	18.31	17.34
lpqU	Rv1022	lipoprotein LpqU	hypoxia_late:13%; human_sputum:12%	0.0211	0.999999867304877	2396.28	2335	2657	2417	2141	2446	114.96	111.22
Rv0477	Rv0477	hypothetical protein	hypoxia_fatty_acids:8%	0.0159	0.99999873505976	2528.15	2603	2732	2359	2372	2585	337.2	327.81
ubiA	Rv3806c	decaprenyl-phosphate phosphoribosyltransferase	high_iron:11%	0.0095	0.999998105017323	2515.12	2421	2576	2444	2466	2673	411.13	401.97
phoT	Rv0820	phosphate ABC transporter ATP-binding protein PhoT	nutrient_limitation:12%	0.0123	0.999999151294709	2460.68	2484	2484	2429	2346	2563	205.24	200.39
hemY	Rv2677c	protoporphyrinogen oxidase	hypoxia_late:16%	0.0309	0.999999997906002	2345.53	2482	2586	2410	1952	2324	230.3	221.39
Rv0145	Rv0145	S-adenosylmethionine-dependent methyltransferase	nutrient_limitation:14%; PBS_RIF_DDmtb:10%	0.0324	0.999999999803355	2343.37	2535	2625	2390	1924	2276	1004.02	964.98
bioF1	Rv1569	8-amino-7-oxononanoate synthase	hypoxia_late:24%	0.0329	0.999999997173556	2362.25	2578	2676	2335	1949	2308	219.26	210.49
lhr	Rv3296	ATP-dependent helicase	hypoxia_late:19%; zinc_limitation:12%	0.0195	0.999999482561218	2490.04	2562	2787	2393	2202	2525	73.63	71.36
adhA	Rv1862	alcohol dehydrogenase A	hypoxia_late:9%	0.0277	0.999999931389009	2423.66	2679	2726	2330	2043	2373	148.3	142.88
echA8	Rv1070c	enoyl-CoA hydratase EchA8	hypoxia_late:10%	0.0131	0.999999015950114	2491.31	2392	2632	2446	2389	2603	237.59	231.58
Rv1474c	Rv1474c	transcriptional regulator	PBS_RIF_DDmtb:11%; INDIGO_exponential:10%	0.0193	0.999999539695128	2473.55	2583	2740	2363	2218	2480	215.13	208.66
Rv1225c	Rv1225c	hypothetical protein	PBS_RIF_DDmtb:23%	0.0158	0.999999320552679	2488.53	2434	2727	2425	2322	2544	167.37	162.71
vapC12	Rv1720c	ribonuclease VapC12	hypoxia_late:21%; ctl_stationary:10%	0.0053	0.999999926045102	2276.81	2195	1689	2682	2437	2448	27.89	27.34
proC	Rv0500	pyrroline-5-carboxylate reductase	hypoxia_late:10%	0.0112	0.999998456983176	2522.62	2460	2668	2412	2461	2617	151.26	147.61
cut4	Rv3452	cutinase	hypoxia_late:19%; PBS_RIF_DDmtb:17%	0.0188	0.999999940106637	2356.84	2314	2455	2473	2115	2437	53.53	51.84
Rv3253c	Rv3253c	cationic amino acid transport integral membrane protein	nutrient_limitation:11%; hypoxia_late:11%	0.0216	0.999999851590718	2425.67	2467	2651	2413	2182	2427	55.47	53.62
ppiA	Rv0009	iron-regulated peptidyl-prolyl cis-trans isomerase PpiA	tyloxopol:11%; ctl_exponential:11%	0.0115	0.999998356317797	2535.57	2611	2543	2435	2432	2661	1115.56	1089.14
Rv3371	Rv3371	diacyglycerol O-acyltransferase	nutrient_limitation:21%	0.014	0.999999425217714	2457.92	2473	2626	2408	2286	2503	73.2	71.33
leuX	Rvnt17	tRNA-Leu	hypoxia_late:13%; tyloxopol:11%	0.028	0.999999999990255	2305.26	2634	2328	2331	1912	2351	57.11	55.04
Rv1429	Rv1429	hypothetical protein	human_sputum:21%; hypoxia_late:21%; ctl_stationary:12%	0.0176	0.999999887705631	2376.03	2418	2353	2491	2188	2436	43.15	41.89
Rv0517	Rv0517	acyltransferase	hypoxia_late:12%	0.0179	0.999999266667306	2507.31	2640	2772	2348	2278	2515	107.23	104.08
MT1497.2	MT1497.2	hypothetical protein	ctl_stationary:16%; hypoxia_late:16%	0.0262	0.999999999999124	2275.46	2469	1957	2454	2220	2297	29.96	28.65
Rv2738c	Rv2738c	hypothetical protein	butyrate_plus_glucose:9%	0.0196	0.999999960497215	2355.57	2522	2390	2464	2033	2385	195.99	190.65
Rv3395c	Rv3395c	hypothetical protein	zinc_limitation:34%; hypoxia_late:18%	0.0178	0.999999862604773	2399.45	2323	2645	2423	2169	2450	63.19	61.29
mrp	Rv1229c	multiple resistance/pH adaptation protein	butyrate_plus_glucose:8%	0.0092	0.999996815041347	2586.56	2501	2752	2428	2526	2734	415.83	406.39
Rv0038	Rv0038	hypothetical protein	microaerophilic:8%	0.009	0.999996911442382	2583.22	2395	2804	2445	2560	2724	463.69	453.12
pyrE	Rv0382c	orotate phosphoribosyltransferase	PBS_RIF_DDmtb:12%	0.0146	0.999998802257385	2538	2624	2749	2380	2359	2589	264.04	257
Rv2366c	Rv2366c	transmembrane protein	PBS_RIF_DDmtb:8%	0.0146	0.999999700410484	2430.24	2619	2354	2477	2215	2496	198.42	193.44
Rv0857	Rv0857	hypothetical protein	human_sputum:12%	0.0185	0.999999620173292	2471.07	2490	2781	2375	2265	2459	168.16	163.12
galE3	Rv0536	UDP-glucose 4-epimerase GalE	hypoxia_late:21%	0.0189	0.999999935234211	2370.35	2552	2400	2448	2085	2380	69.86	67.96
MT3210	MT3210	hypothetical protein	hypoxia_late:17%; ctl_stationary:10%; hypoxia_hypoxic:10%	0.0257	0.999999999999937	2265.37	2776	1737	2538	2126	2221	7.04	6.68
Rv1686c	Rv1686c	ABC transporter permease	hypoxia_late:18%; PBS_RIF_DDmtb:16%	0.022	0.999999999992148	2278.81	2440	2204	2488	1913	2374	25.17	24.41
Rv0539	Rv0539	dolichyl-phosphate sugar synthase	PBS_RIF_DDmtb:10%	0.0227	0.999999807368754	2454.63	2612	2670	2399	2158	2451	213.96	206.86
Rv3046c	Rv3046c	hypothetical protein	butyrate_plus_glucose:12%	0.0094	0.999999474003521	2437.15	2384	2359	2520	2353	2574	397.27	388.9
Rv1825	Rv1825	hypothetical protein	INDIGO_exponential:9%	0.0152	0.99999928634838	2501.78	2664	2596	2414	2310	2533	149.16	145.21
Rv2778c	Rv2778c	hypothetical protein	INDIGO_exponential:11%	0.0084	0.999997987168101	2548.51	2479	2609	2459	2516	2683	355.97	348.13
Rv2585c	Rv2585c	lipoprotein	human_sputum:9%	0.0067	0.999994520590823	2628.54	2464	2834	2427	2630	2801	248.96	243.71
argH	Rv1659	argininosuccinate lyase	hypoxia_late:22%	0.0173	0.999999266089995	2521.04	2635	2792	2376	2292	2526	98.92	96.05
glpX	Rv1099c	fructose 1,6-bisphosphatase	hypoxia_late:13%	0.0085	0.999996834529172	2599.54	2428	2818	2453	2573	2737	256.39	250.62
Rv2167c	Rv2167c	transposase	hypoxia_late:23%; ctl_stationary:19%	0.0329	0.99999999999952	2322.52	2589	2610	2305	1901	2245	11.6	11.08
Rv0514	Rv0514	transmembrane protein	high_iron:12%	0.0112	0.999998828376782	2516.72	2449	2661	2431	2447	2600	422.09	412.23
