GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	EV_ATC_RIF	EV_ATC_noDrug
MT3013	MT3013	hypothetical protein	high_iron:11%; hypoxia_rar:10%	0.0265	0.999999942724865	2166.27	2199	1989	2127	2422	2106	334.81	326.56
Rv1138c	Rv1138c	oxidoreductase	PBS_RIF_DDmtb:18%; hypoxia_late:13%	0.0246	0.99999997901642	2105.46	1973	1768	2161	2552	2112	32.83	32.03
Rv1778c	Rv1778c	hypothetical protein	hypoxia_rar:10%	0.0306	0.999999916862225	2210.56	2130	2351	2115	2437	2033	207.88	201.8
Rv2568c	Rv2568c	hypothetical protein	hypoxia_late:10%	0.0296	0.999999942775862	2189.22	2099	2187	2147	2460	2064	71.98	70.01
serB2	Rv3042c	phosphoserine phosphatase SerB	tyloxopol:12%	0.0239	0.999999931539539	2159.22	2089	2040	2013	2579	2099	380.84	371.73
esxB	Rv3874	ESAT-6-like protein EsxB	human_sputum:12%	0.0201	0.999999993346617	2033.61	1745	1503	2287	2562	2162	10834.12	10609.89
Rv1226c	Rv1226c	transmembrane protein	PBS_RIF_DDmtb:22%; microaerophilic:18%; hypoxia_late:17%	0.0269	0.999999924595786	2200.65	2203	2228	1894	2615	2094	49.16	47.78
oppD	Rv1281c	oligopeptide ABC transporter ATP-binding protein OppD	hypoxia_late:11%	0.0281	0.999999917549486	2214.8	2059	2376	2038	2535	2088	127.08	123.43
PPE36	Rv2108	PPE family protein PPE36	human_sputum:18%; hypoxia_hypoxic:10%	0.0236	0.999999988280579	2103.15	2132	1623	2361	2379	2068	53.37	52.34
Rv0149	Rv0149	quinone oxidoreductase	acidic:13%	0.0227	0.999999962048692	2160.39	2053	1982	2097	2564	2129	264.92	258.88
fadD16	Rv0852	hypothetical protein	hypoxia_late:11%	0.0304	0.999999963542252	2212.95	2105	2285	2171	2444	2070	54.62	53.07
Rv3604c	Rv3604c	transmembrane protein	hypoxia_late:12%	0.0288	0.999999884908664	2257.47	2234	2456	2064	2511	2043	213.76	207.68
moaC2	Rv0864	cyclic pyranopterin monophosphate synthase accessory protein	microaerophilic:15%	0.0223	0.999999982584541	2123.8	1887	1860	2152	2621	2141	768.63	751.16
Rv1120c	Rv1120c	hypothetical protein	hypoxia_late:23%	0.0317	0.999999994496805	2172.94	2270	1812	2292	2481	2041	15.19	14.77
Rv0941c	Rv0941c	hypothetical protein	microaerophilic:10%; ctl_stationary:10%	0.0266	0.999999976635727	2192.71	2154	2039	2124	2558	2107	72.55	70.69
leuX	Rvnt17	tRNA-Leu	hypoxia_late:13%; tyloxopol:11%	0.036	0.999999999994003	2119.63	2125	1804	2175	2401	2115	57.11	55.58
Rv2278	Rv2278	transposase	hypoxia_late:34%; ctl_stationary:17%	0.0304	0.999999984712891	2204.35	2208	2168	2092	2478	2087	41.14	40.04
Rv2639c	Rv2639c	integral membrane protein	ctl_stationary:13%	0.0252	0.999999980193009	2180.71	2065	2032	2118	2598	2114	138.07	134.73
Rv2022c	Rv2022c	hypothetical protein	hypoxia_fatty_acids:13%; human_sputum:12%	0.0287	0.999999961531714	2228.91	2123	2361	1994	2583	2108	61.68	59.89
eccE3	Rv0292	ESX-3 secretion system protein EccE	microaerophilic:21%; low_iron:14%; zinc_limitation:10%	0.0293	0.999999888966186	2279.46	2284	2545	2131	2442	2016	379.34	368.45
fadE17	Rv1934c	acyl-CoA dehydrogenase FadE17	hypoxia_late:38%	0.031	0.999999996218142	2169.19	1913	2023	1948	2835	2188	26.6	25.61
gpgS	Rv1208	glucosyl-3-phosphoglycerate synthase	hypoxia_late:9%	0.0246	0.999999944490044	2216.13	2101	2281	2029	2581	2110	224.79	219.19
Rv1290c	Rv1290c	hypothetical protein	hypoxia_late:20%	0.0216	0.999999979964735	2152.09	1986	1930	2190	2551	2130	50.17	49.08
MT1264.1	MT1264.1	hypothetical protein	PBS_RIF_DDmtb:23%; microaerophilic:13%; hypoxia_late:11%	0.0273	0.999999985791111	2184.51	2195	1954	1976	2674	2160	88.2	85.6
bkdB	Rv2496c	branched-chain keto acid dehydrogenase E1 component subunit beta	microaerophilic:30%	0.0236	0.999999945600771	2210.11	2267	2089	2009	2596	2113	372.44	363.57
MT3984	MT3984	hypothetical protein	microaerophilic:10%	0.0268	0.999999966780147	2217.1	2133	2253	1968	2636	2123	630.29	613.3
mmpL12	Rv1522c	transmembrane transport protein MmpL12	microaerophilic:12%	0.0235	0.999999954475347	2209.08	2074	2214	2093	2572	2111	90.06	87.93
MT1627	MT1627	hypothetical protein	tyloxopol:10%	0.0308	0.999999934513953	2287.62	2293	2547	2165	2429	2023	1060.59	1029.07
idsB	Rv3383c	polyprenyl synthetase IdsB	hypoxia_late:13%	0.0202	0.999999996207085	2095.76	1939	1573	2299	2547	2189	76.17	74.59
Rv2733c	Rv2733c	(dimethylallyl)adenosine tRNA methylthiotransferase	hypoxia_late:10%	0.0287	0.999999846145414	2301.36	2437	2538	2058	2472	2028	225.73	219.38
lpqZ	Rv1244	lipoprotein LpqZ	hypoxia_late:15%	0.0217	0.999999983482164	2158.6	1995	1908	2182	2594	2145	216.81	212.1
treZ	Rv1562c	malto-oligosyltrehalose trehalohydrolase	hypoxia_late:15%	0.027	0.999999980947938	2204.61	2054	2144	2191	2571	2082	40.76	39.63
MT2460	MT2460	hypothetical protein	ctl_exponential:14%	0.0244	0.999999943226326	2231.87	2278	2216	2000	2586	2101	1120.86	1094.06
metU	Rvnt38	tRNA-Met	hypoxia_late:22%; butyrate:15%; hypoxia_hypoxic:13%	0.0622	0.999999999999896	2285.15	2505	2236	2052	2467	2182	16.68	15.27
Rv0822c	Rv0822c	hypothetical protein	PBS_RIF_DDmtb:12%; low_iron:11%	0.0254	0.999999972013198	2212.68	2212	2020	2196	2569	2086	149.92	146.26
Rv1125	Rv1125	hypothetical protein	hypoxia_late:20%	0.0264	0.99999999668259	2147.94	1981	1825	2105	2645	2227	50.35	48.86
PPE69	Rv3892c	PPE family protein PPE69	hypoxia_late:35%	0.0263	0.999999985817488	2194.26	2184	1970	2024	2677	2150	43.93	42.66
alkA	Rv1317c	bifunctional regulatory protein/DNA repair enzyme AlkA	nutrient_limitation:23%; PBS_RIF_DDmtb:15%	0.0232	0.999999975617837	2196.88	2128	2012	2174	2566	2124	134.03	130.9
Rv3127	Rv3127	hypothetical protein	cholesterol:18%; butyrate:16%; hypoxia_hypoxic:10%	0.0205	0.999999992551871	2119.54	1966	1694	2262	2563	2163	395.9	387.7
Rv1718	Rv1718	hypothetical protein	hypoxia_late:18%; PBS_RIF_DDmtb:10%	0.0295	0.999999990880485	2204.32	1958	2181	2215	2630	2066	49.43	47.96
hns	Rv3852	histone-like protein Hns	hypoxia_hypoxic:10%	0.0257	0.999999946233501	2245.1	2058	2437	2116	2560	2078	1026.8	1000.31
Rv1776c	Rv1776c	transcriptional regulator	hypoxia_late:9%	0.023	0.999999994095884	2142.16	2097	1683	2228	2603	2151	83.49	81.62
ribF	Rv2786c	bifunctional riboflavin kinase /FMN adenylyltransferase	hypoxia_late:11%	0.0213	0.999999977907734	2184.33	1933	2238	1978	2625	2181	141.71	138.58
Rv3474	Rv3474	transposase	hypoxia_late:34%; ctl_stationary:17%	0.0288	0.999999994782582	2186.79	2091	2154	2021	2468	2213	40.77	39.67
metV	Rvnt24	tRNA-Met	tyloxopol:21%; hypoxia_late:12%	0.0279	0.999999996488848	2170.39	2337	1611	2373	2209	2376	64.4	63.28
Rv3359	Rv3359	oxidoreductase	hypoxia_late:25%	0.0299	0.999999958556986	2270.02	2246	2476	2178	2433	2032	26.25	25.5
Rv0897c	Rv0897c	oxidoreductase	hypoxia_late:10%	0.027	0.999999937235931	2278.36	2287	2431	2043	2561	2091	87.22	84.81
Rv3277	Rv3277	transmembrane protein	tyloxopol:11%; human_sputum:10%	0.0308	0.999999921655127	2315.36	2405	2635	2188	2365	2008	268.77	260.7
Rv1489	Rv1489	hypothetical protein	zinc_limitation:10%	0.0234	0.99999996494582	2222.98	2190	2177	2036	2599	2133	286.38	279.76
guaB2	Rv3411c	inosine-5'-monophosphate dehydrogenase	microaerophilic:18%	0.0237	0.999999966919699	2228.02	2111	2272	2019	2612	2149	344.56	336.09
Rv1577c	Rv1577c	phage prohead protease	microaerophilic:25%; cholesterol:13%	0.0247	0.999999968521019	2236.47	2268	2222	2066	2496	2142	92.73	90.61
Rv2345	Rv2345	transmembrane protein	butyrate_plus_glucose:8%	0.0229	0.999999954322951	2237.34	2131	2342	1998	2614	2127	241.6	235.88
PE_PGRS31	Rv1768	PE-PGRS family protein PE_PGRS31	hypoxia_late:21%	0.0251	0.999999975684998	2240.53	2257	2178	2014	2611	2164	185.83	180.93
Rv0466	Rv0466	hypothetical protein	hypoxia_rar:10%	0.0239	0.999999950423917	2261.02	2136	2426	2075	2591	2100	430.6	420.23
Rv1053c	Rv1053c	hypothetical protein	human_sputum:20%; ctl_exponential:11%	0.0249	0.999999999346848	2145.53	1922	1763	2296	2521	2270	135.96	132.84
lppJ	Rv2080	lipoprotein LppJ	acidic_tyloxopol:8%	0.0261	0.999999969224792	2260.01	2304	2192	2163	2567	2089	255.11	248.8
Rv0541c	Rv0541c	integral membrane protein	hypoxia_late:15%; high_iron:11%	0.0231	0.999999980780337	2219.34	2216	2015	2148	2600	2139	144.83	141.4
eccA2	Rv3884c	ESX-2 secretion system protein EccA	hypoxia_late:10%; ctl_exponential:10%	0.0207	0.999999984193765	2199.37	2016	2128	2076	2635	2168	155.7	152.32
Rv0269c	Rv0269c	hypothetical protein	hypoxia_late:18%	0.0277	0.999999998359509	2190.27	1924	2011	2170	2651	2230	80.61	78.12
Rv2901c	Rv2901c	hypothetical protein	INDIGO_exponential:11%	0.0161	0.999999996310847	2117.69	1805	1598	2345	2584	2340	914.55	898.49
vapC44	Rv3320c	ribonuclease VapC44	INDIGO_exponential:15%; tyloxopol:14%; high_iron:11%	0.0283	0.999999969229686	2296.07	2204	2510	2164	2546	2076	161.87	157.29
PE26	Rv2519	PE family protein PE26	zinc_limitation:8%	0.024	0.999999953228995	2292.55	2247	2487	2049	2585	2118	201.14	196.19
narJ	Rv1163	nitrate reductase subunit delta	acidic_tyloxopol:11%; microaerophilic:10%	0.0223	0.999999995707929	2189.16	2028	1951	2117	2689	2197	179.75	175.44
Rv2413c	Rv2413c	hypothetical protein	acidic_tyloxopol:11%	0.0269	0.99999998456705	2259.5	2150	2313	2083	2593	2176	203.23	197.38
Rv0494	Rv0494	HTH-type transcriptional regulator	hypoxia_late:25%; ctl_stationary:12%	0.0267	0.999999998835605	2197.59	1851	1947	2120	2827	2307	52.82	51.09
Rv0690c	Rv0690c	hypothetical protein	high_iron:9%	0.0217	0.99999997920741	2240.17	2235	2099	2149	2592	2143	208.98	204.44
glnA3	Rv1878	glutamine synthetase GlnA	hypoxia_late:12%; PBS_RIF_DDmtb:10%	0.0275	0.999999997125169	2218.18	2043	2062	2133	2657	2223	64.59	62.56
Rv3531c	Rv3531c	hypothetical protein	hypoxia_fatty_acids:38%; human_sputum:11%	0.0249	0.999999980902284	2260.9	2116	2385	2146	2514	2157	48.37	47.16
MT2950	MT2950	hypothetical protein	human_sputum:12%	0.0261	0.999999980861553	2278.85	2077	2472	2158	2617	2096	656.36	639.03
Rv0083	Rv0083	oxidoreductase	hypoxia_late:24%	0.0247	0.999999991849135	2234.83	2025	2250	2079	2650	2196	70.03	68.14
eccCb1	Rv3871	ESX-1 secretion system protein EccCb	microaerophilic:10%	0.02	0.999999989630498	2206.62	1934	2268	1990	2679	2200	383.53	375.3
pflA	Rv3138	pyruvate formate lyase activating protein PflA	human_sputum:9%	0.0254	0.999999966337432	2298.6	2281	2457	2107	2548	2117	82.37	80.29
vapB14	Rv1952	antitoxin VapB14	human_sputum:12%; acidic_tyloxopol:10%	0.017	1	2050.17	1984	1121	2374	2765	2215	21.14	20.5
MT2341	MT2341	hypothetical protein	hypoxia_late:27%; tyloxopol:11%	0.0334	0.999999999987699	2225.37	2409	1841	2202	2826	1918	9.3	8.98
Rv2714	Rv2714	hypothetical protein	ctl_stationary:9%	0.0218	0.999999984401882	2246.88	2068	2335	2035	2666	2159	199.68	195.09
narX	Rv1736c	nitrate reductase-like protein NarX	cholesterol:18%; ctl_stationary:16%; hypoxia_hypoxic:14%	0.0212	0.999999994986808	2206.63	2178	1874	2297	2545	2166	48.57	47.62
Rv1216c	Rv1216c	integral membrane protein	cholesterol:14%	0.0249	0.999999996217232	2230.16	1866	2269	2050	2823	2198	84.83	82.41
Rv2414c	Rv2414c	hypothetical protein	hypoxia_late:18%	0.0252	0.999999992767007	2252.69	1982	2119	2129	2721	2348	88.06	85.4
Rv3559c	Rv3559c	oxidoreductase	human_sputum:28%; hypoxia_late:22%	0.0241	0.999999986420559	2267.81	2303	2197	2192	2520	2137	44.56	43.52
Rv1318c	Rv1318c	adenylate cyclase	nutrient_limitation:26%; PBS_RIF_DDmtb:22%	0.0231	0.999999995468565	2230.59	1873	2080	2095	2818	2343	61.37	59.64
truB	Rv2793c	tRNA pseudouridine synthase B	hypoxia_late:10%	0.0218	0.999999987912132	2251.4	2009	2386	2065	2663	2165	210.08	205.25
Rv0108c	Rv0108c	hypothetical protein	ctl_exponential:20%	0.0252	0.999999982155009	2298.11	2261	2383	2242	2513	2102	1920.89	1870.87
Rv2943A	Rv2943A	transposase	hypoxia_late:17%; acidic_tyloxopol:10%	0.015	0.999999999897048	2109.49	2626	1061	2486	2306	2299	30.7	30.25
PE_PGRS11	Rv0754	PE-PGRS family protein PE_PGRS11	microaerophilic:26%; hypoxia_fatty_acids:19%; ctl_stationary:15%; hypoxia_late:11%	0.0233	0.999999990091035	2259.78	2301	2189	2264	2397	2152	18.95	18.52
Rv2275	Rv2275	cyclo(L-tyrosyl-L-tyrosyl) synthase	INDIGO_exponential:13%; high_iron:11%; human_sputum:10%; tyloxopol:10%	0.0231	0.999999991391286	2255.28	2250	2082	2234	2578	2148	120.96	118.21
echA11	Rv1141c	enoyl-CoA hydratase EchA11	hypoxia_late:15%; PBS_RIF_DDmtb:12%	0.0239	0.999999991166261	2264.36	2079	2316	2176	2637	2135	76.35	74.5
Rv1558	Rv1558	hypothetical protein	zinc_limitation:12%	0.0234	0.999999995680409	2252.68	1978	2294	2160	2652	2206	297.11	289.52
vapB32	Rv1113	antitoxin VapB32	hypoxia_late:20%	0.0194	0.999999999385882	2184.26	2071	1740	2290	2684	2190	183.83	180.06
Rv0741	Rv0741	transposase	acidic:9%	0.0224	0.999999993262998	2257.68	2119	2204	2189	2623	2171	300.43	293.89
MT1083.1	MT1083.1	hypothetical protein	human_sputum:25%	0.0222	0.999999999433924	2205.51	1860	2043	2254	2632	2276	197.32	193.01
rocD1	Rv2322c	ornithine aminotransferase rocD1	hypoxia_late:16%; ctl_stationary:12%	0.0203	0.999999999086408	2205.82	2177	1927	2407	2293	2240	22.69	22.36
PPE65	Rv3621c	PPE family protein PPE65	hypoxia_late:43%	0.0236	0.999999991265053	2288.3	2306	2246	2087	2669	2155	27.17	26.46
fdhD	Rv2899c	formate dehydrogenase accessory protein FdhD	microaerophilic:9%	0.0209	0.999999999997843	2166.85	1985	1731	2235	2794	2158	84.87	82.88
MT2401.1	MT2401.1	hypothetical protein	hypoxia_late:31%; ctl_stationary:13%; PBS_RIF_DDmtb:11%	0.0333	0.999999999999436	2241.86	2440	1915	2304	2376	2194	8.9	8.65
bisC	Rv1442	biotin sulfoxide reductase BisC	nutrient_limitation:7%	0.0217	0.999999990011426	2296.02	2110	2464	2098	2655	2179	138.61	135.37
accA1	Rv2501c	acetyl-/propionyl-CoA carboxylase subunit alpha	microaerophilic:40%; low_iron:10%	0.021	0.999999996193031	2264.93	2024	2312	2119	2732	2170	103.61	101.19
cbs	Rv1077	cystathionine beta-synthase	PBS_RIF_DDmtb:9%	0.0182	0.999999998247221	2234.27	1952	2266	2017	2703	2271	346.4	339.44
Rv1065	Rv1065	hypothetical protein	acidic_tyloxopol:14%; zinc_limitation:12%	0.0256	0.999999997387658	2309.31	2186	2398	2078	2672	2235	200.34	194.56
rplU	Rv2442c	50S ribosomal protein L21	acidic:14%; hypoxia_rar:12%; hypoxia_hypoxic:12%; ctl_exponential:10%; human_sputum:10%	0.0153	0.999999999496085	2201.3	1963	1889	2269	2718	2214	1029.45	1012.32
Rv2567	Rv2567	hypothetical protein	high_iron:11%	0.0238	0.99999997809125	2369.21	2420	2592	2108	2604	2146	111.08	108.28
espF	Rv3865	ESX-1 secretion-associated protein EspF	microaerophilic:10%	0.0195	0.999999998214513	2254.25	1951	2172	2206	2683	2290	776.01	760.27
fadD3	Rv3561	fatty-acid--CoA ligase FadD3	human_sputum:37%; hypoxia_late:23%	0.0161	0.999999955548456	2346.17	2418	2251	2419	2189	2460	21.14	20.88
Rv1498A	Rv1498A	hypothetical protein	zinc_limitation:12%; ctl_stationary:12%	0.0226	0.999999996365246	2299.08	2223	2221	2263	2470	2323	129.5	126.76
vapC22	Rv2829c	ribonuclease VapC22	cholesterol:12%; PBS_RIF_DDmtb:11%; microaerophilic:11%	0.0192	0.999999999255017	2247.4	2157	1940	2209	2686	2277	312.82	306.42
miaA	Rv2727c	tRNA delta(2)-isopentenylpyrophosphate transferase	microaerophilic:23%; hypoxia_late:17%	0.0265	0.999999988031175	2378.59	2435	2584	2125	2618	2154	79.69	77.36
Rv0218	Rv0218	transmembrane protein	hypoxia_late:25%; human_sputum:10%	0.0224	0.999999999992728	2240.69	2001	2087	2181	2897	2092	24.38	23.68
PE_PGRS38	Rv2162c	PE-PGRS family protein PE_PGRS38	microaerophilic:22%	0.0198	0.999999996642716	2289.69	2260	2262	2033	2692	2226	1121.53	1097.52
Rv3660c	Rv3660c	hypothetical protein	nutrient_limitation:23%; PBS_RIF_DDmtb:20%; ctl_stationary:14%; hypoxia_late:10%	0.0196	0.999999999213235	2255.67	1991	2142	2309	2698	2169	25	24.42
murI	Rv1338	glutamate racemase	high_iron:9%	0.0164	0.999999997121743	2264	2225	1838	2333	2629	2332	180.81	177.59
fprB	Rv0886	ferredoxin/ferredoxin--NADP reductase	low_iron:21%; hypoxia_late:11%; PBS_RIF_DDmtb:10%	0.014	0.999999993989359	2274.17	1856	2047	2282	2893	2358	86.91	85.3
Rv0525	Rv0525	hypothetical protein	hypoxia_late:12%; high_iron:11%; tyloxopol:10%	0.0203	0.999999996293328	2309.39	2142	2400	2151	2658	2216	314.97	308.17
Rv1582c	Rv1582c	phage protein	microaerophilic:19%; hypoxia_late:11%; ctl_stationary:11%	0.0258	0.999999984793667	2395.16	2483	2637	2168	2609	2105	29.01	28.22
oxyS	Rv0117	oxidative stress response regulatory protein OxyS	hypoxia_late:13%	0.017	0.999999999814431	2234.62	1935	2028	2391	2646	2209	43.28	42.27
lppR	Rv2403c	lipoprotein LppR	hypoxia_late:9%	0.0129	0.999999997958293	2237.69	2051	1780	2396	2640	2373	138.42	136.39
rplW	Rv0703	50S ribosomal protein L23	hypoxia_rar:10%	0.017	0.999999997906199	2276.76	2088	2150	2166	2710	2296	2029.26	1990.8
Rv0368c	Rv0368c	hypothetical protein	hypoxia_late:51%	0.0246	0.999999999998536	2263.72	2138	1887	2091	2970	2303	9.71	9.32
Rv0465c	Rv0465c	HTH-type transcriptional regulator	hypoxia_fatty_acids:18%; low_iron:17%	0.0217	0.99999999598354	2336.06	2098	2555	2224	2654	2175	100.67	98.25
Rv0060	Rv0060	hypothetical protein	zinc_limitation:11%	0.0195	0.999999999366459	2275.77	2022	2235	2210	2708	2231	271.35	265.77
canB	Rv3588c	carbonic anhydrase	zinc_limitation:19%; human_sputum:10%	0.0263	0.999999986733449	2412.71	2458	2735	2211	2565	2121	151.79	147.56
cysH	Rv2392	phosphoadenosine phosphosulfate reductase	microaerophilic:12%	0.0143	0.999999999894775	2217.67	2056	1742	2339	2733	2279	633.57	623.07
Rv2256c	Rv2256c	hypothetical protein	cholesterol:8%	0.0196	0.999999999116248	2292.57	2143	2305	2069	2702	2269	1106.43	1082.52
Rv2561	Rv2561	conserved hypothetical protein	tyloxopol:11%	0.0226	0.999999998735042	2316.7	2151	2319	2230	2589	2306	101.53	99.24
csm2	Rv2822c	CRISPR type III-associated protein Csm2	hypoxia_late:17%; human_sputum:16%	0.0136	0.999999999999261	2188.09	1832	1690	2471	2648	2382	76.07	75.14
Rv1888A	Rv1888A	conserved hypothetical protein	PBS_RIF_DDmtb:16%	0.0226	0.999999999999623	2248.85	2254	1643	2780	2477	2172	35.95	35.6
Rv3552	Rv3552	CoA-transferase subunit beta	human_sputum:38%	0.0233	0.999999994719713	2364.39	2336	2509	2252	2613	2128	43.71	42.69
Rv0089	Rv0089	methyltransferase	hypoxia_late:8%	0.0239	0.99999999999541	2294.14	2222	2138	2011	2825	2315	70.66	68.53
vapC26	Rv0582	ribonuclease VapC26	tyloxopol:10%	0.0209	0.999999999742739	2294.02	2114	2275	2111	2734	2263	248.31	242.47
glpQ2	Rv0317c	glycerophosphoryl diester phosphodiesterase GlpQ	zinc_limitation:14%	0.0222	0.999999994014654	2364.17	2329	2526	2130	2665	2192	247.09	241.13
Rv3613c	Rv3613c	hypothetical protein	acidic:22%; acidic_tyloxopol:22%	0.0111	0.999999980481754	2324.54	1992	2031	2294	2954	2413	847.88	834.05
fadD10	Rv0099	fatty-acid--CoA ligase FadD10	PBS_RIF_DDmtb:14%; hypoxia_late:13%	0.0128	0.999999999274568	2254.27	2000	1880	2414	2627	2394	40.45	39.93
Rv0080	Rv0080	hypothetical protein	hypoxia_fatty_acids:19%	0.0188	0.999999997776484	2317.15	2221	2332	2167	2681	2203	221.12	216.85
amt	Rv2920c	ammonium transporter integral membrane protein	human_sputum:14%; hypoxia_late:14%	0.0117	0.999999999819286	2231.55	1997	1879	2448	2700	2183	43.49	43.08
PE27	Rv2769c	PE family protein PE27	hypoxia_late:30%	0.0188	0.999999999998784	2253.9	2159	1972	2214	2769	2193	29.75	29.1
Rv1463	Rv1463	ABC transporter ATP-binding protein	low_iron:28%; zinc_limitation:17%	0.0068	0.999999974793055	2317.52	1890	1962	2372	2998	2448	214.05	211.3
Rv1711	Rv1711	RNA pseudouridine synthase	high_iron:10%	0.0167	0.999999997432081	2315.21	2251	2102	2268	2662	2311	211.34	207.57
pncB1	Rv1330c	nicotinic acid phosphoribosyltransferase PncB1	hypoxia_late:25%	0.0115	0.999999949563381	2380.26	2226	2492	2470	2170	2556	53.78	53.27
pknG	Rv0410c	serine/threonine-protein kinase PknG	microaerophilic:10%	0.0192	0.99999999806004	2330.83	2200	2442	2109	2693	2233	229.8	224.95
embB	Rv3795	arabinosyltransferase B	tyloxopol:11%; high_iron:11%; butyrate_plus_glucose:10%	0.0215	0.999999989959652	2394.6	2441	2609	2128	2653	2167	235.44	230.02
Rv0979c	Rv0979c	hypothetical protein	tyloxopol:17%; acidic_tyloxopol:17%; butyrate_plus_glucose:14%; hypoxia_late:11%	0.0198	0.999999999999995	2241.2	2348	1475	2327	2922	2261	7.4	7.15
lppM	Rv2171	lipoprotein LppM	PBS_RIF_DDmtb:11%	0.021	0.99999999970822	2318.46	2094	2377	2139	2742	2268	186.21	181.69
Rv0223c	Rv0223c	aldehyde dehydrogenase	hypoxia_late:12%; acidic:11%	0.0196	0.99999999972398	2312.53	2017	2388	2213	2748	2228	52.01	50.79
Rv2554c	Rv2554c	Holliday junction resolvase	microaerophilic:37%	0.0195	0.999999999995958	2288.22	2252	2054	2208	2801	2161	422.07	412.78
fadD31	Rv1925	fatty-acid--CoA ligase FadD31	tyloxopol:10%	0.0196	0.999999998104177	2346.05	2295	2367	2177	2687	2221	1376.76	1347.51
MT3535	MT3535	hypothetical protein	hypoxia_late:29%	0.0168	0.99999999999978	2241.68	2046	1981	2418	2590	2202	101.87	100.64
Rv2422	Rv2422	hypothetical protein	hypoxia_late:27%	0.0158	0.99999999999999	2234.47	2288	1664	2463	2516	2298	22.12	21.74
MT1488	MT1488	hypothetical protein	tyloxopol:9%	0.013	0.999999979383561	2386.66	2354	2070	2253	3205	2132	167.74	164.07
Rv2732c	Rv2732c	transmembrane protein	hypoxia_late:9%	0.0207	0.999999999706738	2344.69	2232	2353	2180	2713	2264	363.45	355.02
Rv1910c	Rv1910c	hypothetical protein	acidic_tyloxopol:11%; hypoxia_late:10%	0.0189	0.999999999990284	2301.78	2113	1968	2150	2934	2403	60.68	58.94
folB	Rv3607c	dihydroneopterin aldolase	microaerophilic:34%	0.0168	0.999999999981907	2294.66	2095	2133	2216	2772	2288	285.68	280.11
nadE	Rv2438c	glutamine-dependent NAD(+) synthetase	hypoxia_late:8%	0.0146	0.999999999981524	2284.4	2171	1987	2293	2745	2259	156.83	154.21
MT2941	MT2941	hypothetical protein	PBS_RIF_DDmtb:74%	0.023	0.999999999998945	2318.46	2217	1589	2785	3007	2134	18.37	17.92
hisC2	Rv3772	histidinol-phosphate aminotransferase	hypoxia_late:15%	0.0212	0.999999999682378	2354.61	2245	2484	2094	2731	2245	73.57	71.75
Rv1591	Rv1591	transmembrane protein	ctl_exponential:8%	0.02	0.999999998998	2363.01	2314	2395	2135	2712	2278	286.15	279.67
Rv2023c	Rv2023c	hypothetical protein	hypoxia_late:25%	0.0227	0.999999999999697	2314.12	2248	2160	2136	2782	2273	81.62	79.44
Rv0249c	Rv0249c	succinate dehydrogenase membrane anchor subunit	tyloxopol:10%	0.0154	0.999999999806277	2309.51	2139	2100	2306	2749	2281	329.96	324.4
