GENE_NAME	GENE_ID	PRODUCT	CellType	LOG2FOLD	AVG_PVALUE	AVG_RANK	RoundRobin	RankProduct	SAM	EdgeR	DESeq	Rv1473A_ATC_noDrug	Rv1473A_DMSO_noDrug
mce2R	Rv0586	HTH-type transcriptional regulator Mce2R	hypoxia_fatty_acids:32%	-0.037	0.999999486707204	1919.13	1785	2092	1888	1900	1937	136.47	141.42
Rv0406c	Rv0406c	beta lactamase-like protein	hypoxia_late:18%	-0.0395	0.999999578848805	1920.96	1759	2114	1916	1906	1918	83.55	86.72
Rv3326	Rv3326	transposase	hypoxia_late:22%; ctl_stationary:18%	-0.0368	0.999999934274019	1854.59	1738	1569	2010	1949	2029	17.53	18.19
dctA	Rv2443	C4-dicarboxylate-transport transmembrane protein DctA	nutrient_limitation:12%; PBS_RIF_DDmtb:11%	-0.0373	0.999999252345248	1931.65	2037	1984	1910	1920	1811	194.95	201.69
cyp135A1	Rv0327c	cytochrome P450 Cyp135A1	hypoxia_fatty_acids:39%; hypoxia_late:16%	-0.0404	0.999999537313458	1930.27	1949	2029	1982	1819	1876	12.27	12.76
Rv3361c	Rv3361c	hypothetical protein	hypoxia_late:11%	-0.0398	0.999999354731142	1940.41	1857	2215	1918	1894	1830	98.96	102.56
vapC41	Rv2602	ribonuclease VapC41	INDIGO_exponential:10%; tyloxopol:10%	-0.0348	0.999999257121165	1916.49	1763	2165	1866	1937	1863	361.92	373.92
Rv0839	Rv0839	hypothetical protein	low_iron:13%	-0.031	0.999999989093996	1735.37	1481	1020	2080	2132	2124	100.74	103.97
folD	Rv3356c	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	hypoxia_late:10%	-0.0347	0.99999923967971	1915.49	1702	2245	1890	1934	1827	142.91	147.55
Rv1084	Rv1084	hypothetical protein	hypoxia_late:16%; microaerophilic:16%	-0.0431	0.999999398023048	1952.69	2046	2066	1954	1878	1825	96.25	100.03
lppL	Rv2138	lipoprotein LppL	human_sputum:11%	-0.0365	0.999999113591658	1930.21	1813	2250	1839	1908	1857	120.38	124.58
pstA1	Rv0930	phosphate ABC transporter permease PstA	INDIGO_exponential:10%	-0.0357	0.999998848025203	1935.13	1823	2302	1860	1927	1785	386.45	399.31
Rv2235	Rv2235	transmembrane protein	zinc_limitation:8%	-0.036	0.999999654215301	1887.45	1781	1851	1950	1946	1912	106.73	110.36
MT2668	MT2668	hypothetical protein	nutrient_limitation:37%; butyrate_plus_glucose:18%	-0.0503	0.999999610378264	1978.68	2252	2052	1784	1854	1968	123.22	129.05
Rv0870c	Rv0870c	integral membrane protein	cholesterol:9%	-0.0369	0.999999138273007	1920.42	1804	2182	1920	1899	1809	418.81	432.99
Rv1194c	Rv1194c	hypothetical protein	low_iron:10%	-0.0375	0.999999273895288	1918.19	1795	2151	1929	1907	1819	238.79	247.19
Rv3471c	Rv3471c	hypothetical protein	hypoxia_late:30%; ctl_stationary:17%; PBS_RIF_DDmtb:13%	-0.0464	0.999999953021482	1878.76	2034	1598	2081	1689	2019	4.49	4.71
Rv1156	Rv1156	hypothetical protein	microaerophilic:8%	-0.0337	0.999999938559826	1804.59	1593	1384	2040	2049	2012	516.34	533.35
Rv3686c	Rv3686c	hypothetical protein	acidic:14%	-0.056	0.999999778115967	1981.22	2175	2001	1867	1916	1954	636.43	668.29
iscS	Rv3025c	cysteine desulfurase	zinc_limitation:10%	-0.0414	0.999998699869457	1958.46	2074	2231	1881	1861	1763	242.27	251.3
lysU	Rvnt30	tRNA-Lys	hypoxia_hypoxic:24%; hypoxia_late:18%; hypoxia_rar:13%; human_sputum:11%	-0.0454	0.999999870821453	1889.65	1974	1812	1852	1738	2082	58.56	61.01
moaC3	Rv3324c	cyclic pyranopterin monophosphate synthase accessory protein	hypoxia_late:21%; human_sputum:14%; ctl_stationary:10%	-0.0472	0.999999726922338	1917.04	2057	1884	1815	1835	2000	21.52	22.6
cut3	Rv3451	cutinase	PBS_RIF_DDmtb:13%	-0.0379	0.999999644188879	1871.79	1773	1810	1915	1930	1934	75.99	78.76
murF	Rv2157c	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	microaerophilic:46%	-0.0425	0.999999240715667	1923.21	2013	2009	1948	1862	1789	167.47	173.83
irtB	Rv1349	iron ABC transporter ATP-binding protein/permease IrtB	low_iron:24%; hypoxia_late:16%	-0.0454	0.999998754055	1969	2192	2234	1834	1823	1786	28.7	29.91
MT1490	MT1490	hypothetical protein	hypoxia_late:38%; PBS_RIF_DDmtb:12%	-0.049	0.999999983649867	1829.63	1967	1245	1896	1909	2209	10.95	11.65
Rv0010c	Rv0010c	membrane protein	tyloxopol:12%; butyrate_plus_glucose:12%	-0.0376	0.999998499858088	1922.84	1849	2296	1814	1901	1776	507.57	525.23
Rv0163	Rv0163	hypothetical protein	hypoxia_late:12%; human_sputum:12%	-0.0409	0.999999510729113	1895.35	1881	1926	1907	1876	1887	54.35	56.4
Rv3187	Rv3187	transposase	hypoxia_late:22%; ctl_stationary:18%	-0.0402	0.999999845969671	1850.59	1766	1639	1976	1903	1981	17.59	18.29
Rv3529c	Rv3529c	hypothetical protein	hypoxia_fatty_acids:43%; hypoxia_late:11%	-0.0427	0.999999327028972	1917.29	1954	2108	1912	1695	1929	12.36	12.85
Rv3304	Rv3304	hypothetical protein	tyloxopol:10%	-0.0432	0.999999184531011	1923.49	2064	2036	1794	1830	1901	79.4	82.7
Rv2660c	Rv2660c	hypothetical protein	hypoxia_fatty_acids:26%; ctl_stationary:11%; acidic_tyloxopol:10%	-0.0414	0.999999690178804	1876.07	1776	1906	1850	1885	1966	64.93	67.42
gpsI	Rv2783c	bifunctional guanosine pentaphosphate synthetase/polyribonucleotide nucleotidyltransferase	high_iron:11%	-0.0427	0.999998570491788	1945.75	2036	2230	1862	1857	1761	1058.86	1099.32
hisS	Rv2580c	histidine--tRNA ligase	microaerophilic:13%	-0.0368	0.99999944160859	1866.59	1700	1919	1956	1933	1831	250.06	258.56
espB	Rv3881c	ESX-1 secretion-associated protein EspB	acidic:10%	-0.0373	0.999998107425955	1915.63	1934	2206	1818	1896	1740	568.96	588.48
mmpL7	Rv2942	transmembrane transport protein MmpL7	high_iron:11%	-0.0373	0.999998643880487	1902.88	1760	2244	1859	1904	1767	745.57	771.16
Rv1571	Rv1571	hypothetical protein	hypoxia_late:32%	-0.0481	0.999999626256127	1912.35	1971	1897	1848	1898	1949	84.39	88.29
lpqN	Rv0583c	lipoprotein LpqN	ctl_exponential:12%; acidic:12%	-0.035	0.999998939914805	1875.56	1624	2192	1808	1914	1862	130.1	134.39
Rv2953	Rv2953	trans-acting enoyl reductase	tyloxopol:10%	-0.0413	0.999999012892063	1903.53	1871	2096	1889	1865	1803	187.91	195.13
lprD	Rv1343c	lipoprotein LprD	low_iron:24%; human_sputum:18%	-0.0408	0.999999516972749	1861.85	1809	1843	1870	1883	1905	60.67	62.94
ftsQ	Rv2151c	cell division protein FtsQ	microaerophilic:13%	-0.0438	0.999997834616967	1948.66	2176	2239	1790	1829	1737	244.46	254.13
trxC	Rv3914	thioredoxin TrxC	zinc_limitation:12%	-0.0433	0.999999981098311	1765.21	1726	1080	2020	2051	2064	85.64	89.4
PE17	Rv1646	PE family protein PE17	PBS_RIF_DDmtb:11%; butyrate:11%	-0.0405	0.999999048043337	1881.8	1852	1994	1905	1871	1790	204.65	212.15
Rv0249c	Rv0249c	succinate dehydrogenase membrane anchor subunit	tyloxopol:10%	-0.039	0.999999621808324	1832.89	1735	1659	1964	1926	1890	242.72	251.59
Rv1756c	Rv1756c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.0432	0.999999847440782	1828.98	1756	1592	1969	1886	1956	10.01	10.44
msrB	Rv2674	peptide methionine sulfoxide reductase MsrB	cholesterol:10%	-0.0386	0.999999037950769	1873.27	1631	2184	1828	1891	1853	316.28	327.84
Rv2983	Rv2983	2-phospho-L-lactate guanylyltransferase	hypoxia_late:35%	-0.0429	0.999999090788995	1889.97	1952	2010	1800	1820	1872	36.6	38.05
MT2142	MT2142	hypothetical protein	human_sputum:9%	-0.0423	0.999998873523517	1898.01	1816	2229	1788	1856	1818	201.78	209.5
MT0325	MT0325	hypothetical protein	tyloxopol:14%; hypoxia_late:12%	-0.0579	0.999999999998565	1724.52	1909	851	2094	1837	2130	16.18	16.9
aspS	Rv2572c	aspartate--tRNA ligase	zinc_limitation:15%; hypoxia_late:13%	-0.0357	0.999998383370279	1862.45	1623	2221	1805	1911	1778	107.67	111.29
plcB	Rv2350c	membrane-associated phospholipase B	tyloxopol:12%; high_iron:10%	-0.0409	0.999999460910969	1849.38	1807	1745	1940	1889	1869	96.01	99.69
MT1560.1	MT1560.1	hypothetical protein	acidic_tyloxopol:10%	-0.0396	0.999999058094237	1858.4	1616	2153	1759	1879	1906	79.93	82.9
Rv2414c	Rv2414c	hypothetical protein	hypoxia_late:18%	-0.0468	0.999998918990752	1905.78	2010	2057	1841	1811	1817	72.36	75.51
sthA	Rv2713	pyridine nucleotide transhydrogenase	PBS_RIF_DDmtb:18%	-0.0407	0.999997985563283	1891.99	1885	2179	1822	1841	1747	114.44	118.67
tcrA	Rv0602c	two component DNA binding transcriptional regulator TcrA	hypoxia_late:50%; ctl_stationary:12%; PBS_RIF_DDmtb:11%	-0.0492	0.999999834728014	1852.99	1899	1619	1760	2007	1995	7.11	7.59
mmpS4	Rv0451c	membrane protein MmpS4	ctl_exponential:11%; tyloxopol:11%	-0.0425	0.999999072970973	1870.24	1855	1973	1827	1847	1851	125.75	130.79
Rv1204c	Rv1204c	hypothetical protein	hypoxia_late:26%	-0.0436	0.999998160391307	1904.01	2007	2150	1809	1788	1780	53.77	55.96
Rv3035	Rv3035	hypothetical protein	hypoxia_late:13%	-0.0482	0.999998003206842	1932.69	2195	2147	1816	1784	1745	148.33	154.7
Rv2876	Rv2876	transmembrane protein	PBS_RIF_DDmtb:52%	-0.0448	0.999999049612347	1881.41	1861	2038	1833	1839	1840	210.74	219.5
murX	Rv2156c	phospho-N-acetylmuramoyl- pentappeptidetransferase	microaerophilic:37%	-0.0454	0.999998195003091	1904.49	2033	2120	1874	1793	1717	269.42	280.19
Rv2799	Rv2799	membrane protein	butyrate:9%	-0.043	0.999998096295689	1897.09	1875	2249	1806	1809	1766	177.52	184.4
Rv3920c	Rv3920c	hypothetical protein	INDIGO_exponential:13%; high_iron:10%	-0.0516	0.999999239049308	1918.57	2133	1934	1864	1860	1810	1705.03	1782.92
Rv2668	Rv2668	hypothetical protein	hypoxia_late:20%; butyrate:11%	-0.0488	0.99999931341844	1889.66	2052	1909	1902	1740	1852	44.94	47.03
Rv1473	Rv1473	macrolide ABC transporter ATP-binding protein	PBS_RIF_DDmtb:12%	-0.0437	0.999998018683956	1898.48	2005	2127	1847	1797	1730	129.5	134.65
MT2944	MT2944	hypothetical protein	PBS_RIF_DDmtb:54%	-0.0441	0.999998917186483	1880.16	1860	2059	1824	1840	1823	179.31	186.63
Rv2489c	Rv2489c	hypothetical protein	hypoxia_late:18%; ctl_stationary:14%	-0.0555	0.999999966863242	1827.47	1923	1374	1778	2010	2100	8.56	9.23
plcC	Rv2349c	phospholipase C	hypoxia_late:13%	-0.0389	0.99999864078973	1853.37	1727	2054	1830	1877	1787	89.32	92.55
Rv2279	Rv2279	transposase	hypoxia_late:22%; ctl_stationary:18%	-0.0436	0.999999705866887	1814.64	1737	1616	1934	1859	1938	17.47	18.21
pimB	Rv2188c	alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	acidic_tyloxopol:14%; hypoxia_late:12%	-0.0401	0.999998840457274	1852.76	1628	2189	1772	1855	1842	38.61	40.08
nrdR	Rv2718c	transcriptional regulator NrdR	zinc_limitation:25%	-0.044	0.999998640721598	1886.94	1989	2025	1823	1792	1812	187.31	195.03
Rv0968	Rv0968	hypothetical protein	microaerophilic:56%; hypoxia_fatty_acids:16%	-0.0397	0.999998370259573	1856.74	1744	2086	1840	1842	1781	321.37	332.89
scoA	Rv2504c	succinyl-CoA:3-ketoacid-CoA transferase subunit A	butyrate:34%; butyrate_plus_glucose:17%	-0.0456	0.999998055172625	1898.05	2028	2135	1851	1751	1741	110.35	114.79
Rv1670	Rv1670	hypothetical protein	cholesterol:14%; ctl_stationary:10%; hypoxia_fatty_acids:10%	-0.0504	0.999999659357649	1859.27	1889	1803	1877	1853	1875	30.58	31.97
Rv3289c	Rv3289c	transmembrane protein	microaerophilic:33%; ctl_stationary:18%; hypoxia_fatty_acids:16%	-0.0512	0.999999439327051	1889.22	2191	1722	1923	1790	1837	65.08	67.93
cysH	Rv2392	phosphoadenosine phosphosulfate reductase	microaerophilic:12%	-0.0454	0.999998438974145	1888.79	1928	2103	1873	1817	1733	576.09	599.21
qcrA	Rv2195	ubiquinol-cytochrome C reductase rieske iron-sulfur subunit	microaerophilic:12%; INDIGO_exponential:12%	-0.0396	0.999998654138781	1848.67	1789	1940	1856	1890	1771	1183.36	1225.97
pks11	Rv1665	chalcone synthase	hypoxia_late:11%	-0.0432	0.99999779219236	1889.28	1914	2194	1797	1827	1731	217.24	225.76
prcA	Rv2109c	proteasome subunit alpha	INDIGO_exponential:9%	-0.0401	0.999999139268412	1827.05	1772	1765	1914	1895	1792	638.68	661.96
Rv0796	Rv0796	transposase	hypoxia_late:22%; ctl_stationary:18%	-0.0434	0.999999687849224	1801.79	1712	1576	1945	1864	1926	17.57	18.3
MT1414.1	MT1414.1	hypothetical protein	acidic:26%; ctl_exponential:10%	-0.0467	0.999998890484141	1876.6	1848	2156	1746	1805	1841	140.35	146.22
galE2	Rv0501	UDP-glucose 4-epimerase GalE	human_sputum:9%	-0.0425	0.999997578347863	1879.19	1887	2175	1812	1836	1702	354.36	367.99
Rv0628c	Rv0628c	hypothetical protein	hypoxia_fatty_acids:11%; hypoxia_late:11%; ctl_stationary:10%	-0.0404	0.999998006972934	1854.08	1841	2022	1843	1832	1738	133.88	138.76
MT0099.1	MT0099.1	hypothetical protein	hypoxia_late:45%	-0.0496	0.999999916515094	1798.29	1966	1369	2026	1674	2004	8.58	9.02
MT2038	MT2038	hypothetical protein	ctl_stationary:10%	-0.0441	0.999999204171692	1834.13	1828	1857	1771	1812	1904	85.66	89.07
mprB	Rv0982	two component histidine-protein kinase/phosphatase MprB	microaerophilic:16%; nutrient_limitation:11%	-0.0411	0.999997330853963	1864.18	1868	2128	1813	1826	1699	307.7	319.08
Rv0473	Rv0473	transmembrane protein	hypoxia_late:13%	-0.0384	0.999998485862505	1826.36	1621	2033	1837	1870	1783	132.13	136.82
Rv3770A	Rv3770A	A transposase	zinc_limitation:41%; hypoxia_late:12%	-0.0512	0.999999808072315	1824.5	2092	1463	2071	1641	1898	38.3	39.93
Rv2426c	Rv2426c	hypothetical protein	hypoxia_late:12%	-0.0405	0.999997852969907	1848.23	1670	2212	1789	1850	1743	153.42	159.1
yjcE	Rv2287	Na(+)/H(+) transporter	hypoxia_late:20%	-0.0456	0.99999870448403	1856.49	1938	1928	1876	1774	1770	27.61	28.8
Rv2091c	Rv2091c	membrane protein	human_sputum:8%	-0.0393	0.999998316035625	1825.96	1687	1982	1819	1892	1757	502.75	520.84
Rv3190A	Rv3190A	hypothetical protein	human_sputum:14%; zinc_limitation:12%	-0.0411	0.999998968265256	1817.04	1674	1881	1844	1852	1838	480.26	498.65
Rv3815c	Rv3815c	acyltransferase	hypoxia_late:10%	-0.0415	0.999997437249041	1856.53	1748	2220	1776	1838	1722	194.74	202.05
mbtE	Rv2380c	peptide synthetase	low_iron:44%; human_sputum:12%	-0.0426	0.999998665611053	1835.47	1819	1882	1903	1806	1769	40.98	42.62
Rv1190	Rv1190	hypothetical protein	hypoxia_late:40%	-0.0489	0.999999419263974	1842.85	2114	1611	1968	1684	1860	14.67	15.31
Rv0471c	Rv0471c	hypothetical protein	hypoxia_late:8%	-0.0456	0.999999062920693	1831.78	1915	1748	1803	1845	1850	99.99	104.22
Rv2128	Rv2128	transmembrane protein	tyloxopol:12%	-0.0469	0.999997985299563	1876.56	1983	2097	1752	1779	1784	429.73	448.09
tatA	Rv2094c	Sec-independent protein translocase membrane-bound protein TatA	acidic:11%	-0.0419	0.999998410799747	1827.42	1817	1859	1842	1858	1762	1741.9	1808.23
Rv3380c	Rv3380c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.0472	0.999999710499354	1783.73	1729	1541	1913	1831	1919	10.01	10.48
Rv3910	Rv3910	peptidoglycan biosynthesis protein	high_iron:8%	-0.0499	0.999997529021713	1896.42	2141	2093	1791	1770	1708	245.41	256.25
Rv1369c	Rv1369c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.0475	0.999999740806753	1778.21	1705	1535	1887	1821	1959	10.02	10.5
Rv1480	Rv1480	hypothetical protein	high_iron:9%	-0.0488	0.999996843685738	1895.89	2143	2141	1764	1765	1692	646.44	674.25
Rv1770	Rv1770	hypothetical protein	hypoxia_late:10%	-0.0459	0.999997387475073	1860.69	2009	2018	1831	1771	1686	252.97	263.21
PPE24	Rv1753c	PPE family protein PPE24	hypoxia_late:28%; human_sputum:13%; ctl_stationary:10%	-0.0418	0.999997382535724	1833.11	1691	2178	1757	1801	1758	43.94	45.67
Rv2415c	Rv2415c	hypothetical protein	hypoxia_late:27%; ctl_stationary:11%	-0.0543	0.999999419047928	1850.88	1955	1797	1826	1791	1888	17.78	18.79
MT3313	MT3313	hypothetical protein	hypoxia_late:9%	-0.0426	0.999997380095721	1837.42	1820	2077	1761	1807	1732	266.61	276.97
tyrA	Rv3754	prephenate dehydrogenase TyrA	tyloxopol:8%	-0.0422	0.999998379050595	1811.27	1645	2016	1782	1824	1799	94.7	98.45
MT1849.1	MT1849.1	hypothetical protein	PBS_RIF_DDmtb:24%; hypoxia_late:19%; ctl_stationary:17%	-0.0657	0.99999993696102	1841.24	2115	1589	1689	1828	2011	3.76	4.1
Rv0245	Rv0245	oxidoreductase	low_iron:14%	-0.0397	0.999997366562321	1813.64	1571	2123	1742	1849	1805	122.94	127.41
MT3767.1	MT3767.1	hypothetical protein	PBS_RIF_DDmtb:12%; hypoxia_late:11%	-0.0522	0.999998892367899	1857.77	2021	1980	1671	1782	1846	25.85	27.13
Rv1879	Rv1879	hypothetical protein	acidic_tyloxopol:10%	-0.0438	0.999997990736818	1820.88	1856	1883	1832	1785	1750	90.4	93.94
pykA	Rv1617	pyruvate kinase	zinc_limitation:8%	-0.0455	0.99999577970786	1856.7	1984	2122	1755	1775	1666	205.5	213.9
PPE9	Rv0388c	PPE family protein	hypoxia_late:38%	-0.0483	0.999999045024416	1809.68	1777	1856	1785	1798	1833	40.67	42.52
egtB	Rv3703c	iron(II)-dependent oxidoreductase EgtB	hypoxia_late:10%	-0.0538	0.999997520610653	1882.31	2169	2048	1773	1728	1716	125.92	131.87
ephA	Rv3617	epoxide hydrolase EphA	hypoxia_late:14%	-0.0526	0.999999431220942	1817.81	1876	1637	1865	1851	1866	50.61	53.06
modC	Rv1859	molybdenum ABC transporter ATP-binding protein ModC	human_sputum:14%	-0.0432	0.999997326393587	1824.05	1677	2169	1751	1799	1744	110.56	114.94
Rv3847	Rv3847	hypothetical protein	acidic:14%; ctl_stationary:10%	-0.0424	0.999999542891452	1733.69	1570	1421	1924	1905	1880	226.74	235.52
MT2168	MT2168	hypothetical protein	acidic_tyloxopol:10%	-0.0309	0.999999729374821	1631.12	1417	585	2179	2313	2055	109.2	112.39
pknG	Rv0410c	serine/threonine-protein kinase PknG	microaerophilic:10%	-0.0422	0.999998936661615	1766.66	1647	1662	1871	1869	1791	229.31	238.15
cpsY	Rv0806c	exopolysaccharide phosphotransferase CpsY	PBS_RIF_DDmtb:12%	-0.0453	0.999997703282202	1808.17	1922	1801	1825	1783	1713	116.33	121.04
rocD2	Rv2321c	ornithine aminotransferase rocD2	ctl_stationary:17%; hypoxia_late:14%	-0.0479	0.999999031086324	1786.37	1718	1841	1739	1707	1932	22.49	23.49
Rv1816	Rv1816	HTH-type transcriptional regulator	human_sputum:10%	-0.0492	0.999996038777141	1860.48	2023	2143	1753	1749	1657	434.81	453.46
Rv3284	Rv3284	hypothetical protein	human_sputum:10%	-0.0408	0.999996733045665	1792.85	1611	2083	1744	1846	1698	656.45	680.65
lprI	Rv1541c	lipoprotein LprI	microaerophilic:13%	-0.042	0.999997039411579	1798.61	1689	2030	1741	1816	1727	210.61	218.59
murC	Rv2152c	UDP-N-acetylmuramate--alanine ligase	microaerophilic:14%	-0.0485	0.999997110602531	1847.24	1907	2101	1798	1761	1683	266.71	278.04
Rv1324	Rv1324	thioredoxin	INDIGO_exponential:14%	-0.0419	0.999996347805864	1799.65	1586	2131	1783	1834	1687	891.99	925.87
Rv3510c	Rv3510c	hypothetical protein	hypoxia_late:15%	-0.0494	0.99999735833606	1846.5	1927	2118	1720	1737	1746	63.73	66.55
MT1771.1	MT1771.1	hypothetical protein	butyrate:13%; tyloxopol:11%; hypoxia_late:10%	-0.0597	0.999999894008527	1777.09	2047	1250	1946	1813	1891	33.51	35.48
virS	Rv3082c	HTH-type transcriptional regulator VirS	hypoxia_late:23%; ctl_stationary:15%; hypoxia_fatty_acids:11%	-0.0509	0.999998802748448	1820.94	1874	1929	1787	1656	1865	12.7	13.3
MT3573.10	MT3573.10	hypothetical protein	microaerophilic:26%; hypoxia_late:19%; cholesterol:10%	-0.0522	0.99999924496132	1801.79	1896	1761	1609	1825	1927	61.52	64.45
egtE	Rv3700c	pyridoxal-phosphate-dependent protein EgtE	hypoxia_late:18%	-0.0474	0.999997996582935	1810.47	1740	1972	1801	1789	1755	108.75	113.37
MT1086	MT1086	hypothetical protein	hypoxia_late:22%; zinc_limitation:22%	-0.0574	0.999999812263675	1774.21	1970	1316	1854	1818	1958	25.95	27.51
fadD13	Rv3089	long chain-fatty-acid--CoA ligase FadD13	hypoxia_late:11%; nutrient_limitation:10%	-0.0483	0.999998600687315	1797.06	1750	1842	1900	1745	1751	39.73	41.41
Rv2488c	Rv2488c	LuxR family transcriptional regulator	hypoxia_late:32%; ctl_stationary:13%	-0.0455	0.999997622144152	1790.67	1714	1953	1884	1706	1704	21.05	21.93
cycA	Rv1704c	D-serine/alanine/glycine transporter protein CycA	tyloxopol:11%	-0.0434	0.99999537876475	1816.28	1847	2069	1730	1776	1672	104.62	108.72
Rv0797	Rv0797	insertion sequence element IS1547 transposase	hypoxia_late:17%; ctl_stationary:10%	-0.0465	0.999997892456676	1786.15	1644	2040	1682	1756	1822	35.99	37.59
Rv1951c	Rv1951c	hypothetical protein	hypoxia_late:22%	-0.0544	0.999998979674224	1809.36	1858	1848	1715	1743	1886	42.99	45.27
mbtN	Rv1346	acyl-ACP dehydrogenase MbtN	low_iron:33%	-0.0491	0.999996372228044	1828.09	1877	2124	1732	1723	1701	90.13	94.09
Rv2479c	Rv2479c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.0497	0.999999568431285	1737.8	1676	1488	1858	1762	1922	9.99	10.49
Rv3273	Rv3273	transmembrane carbonic anhydrase	high_iron:8%	-0.0458	0.999996440514814	1788.33	1826	1889	1763	1787	1680	351.62	365.9
truB	Rv2793c	tRNA pseudouridine synthase B	hypoxia_late:10%	-0.0544	0.999997658287828	1830.09	1979	1950	1793	1727	1710	240.61	252.02
Rv2775	Rv2775	GCN5-like N-acetyltransferase	acidic_tyloxopol:10%	-0.0489	0.99999691663049	1810.55	1916	1989	1714	1715	1728	85.36	89.07
Rv3363c	Rv3363c	hypothetical protein	hypoxia_late:8%	-0.0524	0.999997749724085	1822.11	1895	2005	1786	1704	1729	117.83	123.18
aftC	Rv2673	alpha-(1->3)-arabinofuranosyltransferase	hypoxia_late:11%	-0.0455	0.999998255151267	1759.71	1613	1846	1775	1794	1775	46.94	48.94
Rv1419	Rv1419	hypothetical protein	ctl_stationary:13%; human_sputum:10%	-0.0432	0.999999446159549	1697.42	1505	1270	1932	1922	1916	220.15	228.9
Rv1776c	Rv1776c	transcriptional regulator	hypoxia_late:9%	-0.0474	0.999997510268627	1782.32	1651	2031	1777	1746	1718	98.85	103.02
MTS0900	MTS0900	small intergenic RNA	butyrate:33%; acidic_tyloxopol:15%; butyrate_plus_glucose:12%	-0.0673	0.999999582058807	1829.76	1963	1693	1767	1833	1899	589.47	624.06
Rv3555c	Rv3555c	hypothetical protein	hypoxia_late:17%; zinc_limitation:13%; human_sputum:10%	-0.0479	0.999997113240954	1791.45	1836	1914	1766	1722	1723	96.38	100.54
Rv2167c	Rv2167c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.05	0.999999534352525	1732.47	1673	1482	1868	1760	1896	10	10.49
atsA	Rv0711	arylsulfatase AtsA	nutrient_limitation:27%; PBS_RIF_DDmtb:17%	-0.0473	0.99999650169981	1785.96	1869	1863	1749	1755	1697	84.1	87.67
Rv0138	Rv0138	hypothetical protein	INDIGO_exponential:10%	-0.0503	0.999998371829908	1778.09	1716	1880	1740	1741	1816	75.8	79.42
Rv2814c	Rv2814c	transposase	hypoxia_late:23%; ctl_stationary:19%	-0.0499	0.999999454868441	1728.93	1680	1492	1855	1714	1920	10.01	10.5
Rv1764	Rv1764	transposase	hypoxia_late:21%; ctl_stationary:18%	-0.0487	0.999999340234414	1726.75	1648	1507	1869	1810	1813	17.77	18.58
eccD5	Rv1795	ESX-5 type VII secretion system protein EccD	butyrate_plus_glucose:8%	-0.044	0.999994715380626	1781.97	1713	2087	1729	1781	1617	517.73	538.01
Rv1897c	Rv1897c	D-tyrosyl-tRNA(Tyr) deacylase	hypoxia_late:12%; ctl_stationary:12%	-0.0466	0.99999800045076	1753.57	1582	1962	1658	1764	1814	60.18	62.74
